nn,bench
,
,
,
47.568975,46.743564784771785
47.694680000000005,46.939000648929266
48.133005,47.41325978801643
38.737204999999996,42.380867402119826
38.81943875,42.671155094094736
38.926039,43.1311377893143
39.027294999999995,42.58906554185594
40.01147666666666,40.880921479558715
40.26751083333334,41.358641574735024
40.51855833333334,40.95641358425266
31.76587875,31.64549534934025
30.0239055,30.7925048669695
29.873763750000002,32.98645360155742
29.214258000000008,29.666720744105547
25.720107399999996,26.448215444516542
26.0858426,27.311161583387424
26.237368900000007,27.29273199221285
22.164352750000003,22.964362967769848
22.0966435,22.91481000793136
21.68258966666667,22.94749080683539
21.868921333333333,21.9502487562189
20.894460714285714,20.716294304873156
21.43668,21.404669200580948
21.49162414285714,21.301551249961367
19.0008468125,19.15858208955224
18.7193145625,18.99533582089552
18.88474775,18.980410447761194
18.749116062500004,18.585820895522392
16.82642227777778,18.508024463979737
16.88421,18.68830050821671
17.115647055555556,19.024657601094354
16.070333249999997,20.05641642286904
16.0113999,20.066754740771696
16.083334,20.194773285919712
15.422452049999999,19.56320615715915
14.905863045454545,20.141467448107008
15.15200890909091,20.659429478143224
15.585105909090911,20.833497278246124
14.737882708333336,21.13615595491928
15.032961999999998,21.414754950921708
15.155643250000002,21.702965948614786
15.019451166666665,21.962550205781724
16.14407230769231,23.928107854361137
16.504258653846154,24.154858306764886
16.451600000000003,23.944687682030864
16.258023464285714,23.199764032784362
15.969774857142854,23.24651560473165
15.904844464285715,23.51970710351025
16.147097714285714,23.314789529425827
18.663740166666667,24.06611300169227
18.558537066666666,24.311828429150598
17.951522833333335,24.126833472396925
17.925217000000004,23.47000295746794
18.29420328125,24.235991517427372
18.48513965625,24.28685460892922
17.869968,23.451321372946023
20.203876000000005,24.517468854663008
20.532547441176472,24.9256292448575
20.245883352941178,24.59451030647022
22.290471916666668,26.59627296296715
22.42564463888889,27.0742515384023
21.991689166666667,26.780186339574197
21.689376666666664,26.178822439308455
22.85488705263158,25.902852525050417
22.62932542105263,25.837719699499083
22.183193657894737,25.945430109734154
24.567417499999998,31.434436662894264
24.643996475,31.719451673693307
24.727067650000002,31.422340212664597
24.393937949999998,30.93541493849949
25.623237809523808,30.466045962254114
25.48703145238095,30.193102908232383
25.45186197619048,30.136573487840884
27.918257954545457,33.097833740061404
27.570110659090904,33.11757251373046
28.227904795454545,33.593792125572506
28.099106090909093,33.60960275764791
28.24600845454545,33.56164883169192
27.770885909090907,33.22445533960303
28.001892454545455,33.38161338210106
26.915219260869563,33.21202071629991
26.90745560869565,33.24415511087494
27.41544030434783,33.47544973979808
26.930822086956518,33.47332424206297
26.838134152173918,33.252743550002315
26.846782847826084,33.40980779259607
27.10941539130435,33.44900038416307
26.47278320833333,32.37877886087812
26.5783814375,32.34554559264268
27.087322770833335,32.40097478266713
27.259271104166668,32.122078332183
27.100830645833337,32.14173634252492
27.076627979166663,32.192309621199456
27.027336958333333,32.18735294750798
26.45820516,30.946259684769448
26.419508,30.906971313507757
26.02005888,30.689238528936748
26.395823540000002,30.233926035631395
26.061045639999996,30.34966400858314
26.693919159999997,30.05343360937375
26.40884702,30.551830374891473
25.68044992307692,29.640878424188283
25.492112442307693,29.656542096962426
