date,Weekday,vacances,est_jour_ferie,nom_jour_ferie,nom_vacances
2018-08-04,Samedi,True,FALSE,,Vacances dete
2018-08-05,Dimanche,True,FALSE,,Vacances dete
2018-08-06,Lundi,True,FALSE,,Vacances dete
2018-08-07,Mardi,True,FALSE,,Vacances dete
2018-08-08,Mercredi,True,FALSE,,Vacances dete
2018-08-09,Jeudi,True,FALSE,,Vacances dete
2018-08-10,Vendredi,True,FALSE,,Vacances dete
2018-08-11,Samedi,True,FALSE,,Vacances dete
2018-08-12,Dimanche,True,FALSE,,Vacances dete
2018-08-13,Lundi,True,FALSE,,Vacances dete
2018-08-14,Mardi,True,FALSE,,Vacances dete
2018-08-15,Mercredi,True,FALSE,,Vacances dete
2018-08-16,Jeudi,True,FALSE,,Vacances dete
2018-08-17,Vendredi,True,FALSE,,Vacances dete
2018-08-18,Samedi,True,FALSE,,Vacances dete
2018-08-19,Dimanche,True,FALSE,,Vacances dete
2018-08-20,Lundi,True,FALSE,,Vacances dete
2018-08-21,Mardi,True,FALSE,,Vacances dete
2018-08-22,Mercredi,True,FALSE,,Vacances dete
2018-08-23,Jeudi,True,FALSE,,Vacances dete
2018-08-24,Vendredi,True,FALSE,,Vacances dete
2018-08-25,Samedi,True,FALSE,,Vacances dete
2018-08-26,Dimanche,True,FALSE,,Vacances dete
2018-08-27,Lundi,True,FALSE,,Vacances dete
2018-08-28,Mardi,True,FALSE,,Vacances dete
2018-08-29,Mercredi,True,FALSE,,Vacances dete
2018-08-30,Jeudi,True,FALSE,,Vacances dete
2018-08-31,Vendredi,True,FALSE,,Vacances dete
2018-09-01,Samedi,True,FALSE,,Vacances dete
2018-09-02,Dimanche,True,FALSE,,Vacances dete
2018-09-03,Lundi,FALSE,FALSE,,
2018-09-04,Mardi,FALSE,FALSE,,
2018-09-05,Mercredi,FALSE,FALSE,,
2018-09-06,Jeudi,FALSE,FALSE,,
2018-09-07,Vendredi,FALSE,FALSE,,
2018-09-08,Samedi,FALSE,FALSE,,
2018-09-09,Dimanche,FALSE,FALSE,,
2018-09-10,Lundi,FALSE,FALSE,,
2018-09-11,Mardi,FALSE,FALSE,,
2018-09-12,Mercredi,FALSE,FALSE,,
2018-09-13,Jeudi,FALSE,FALSE,,
2018-09-14,Vendredi,FALSE,FALSE,,
2018-09-15,Samedi,FALSE,FALSE,,
2018-09-16,Dimanche,FALSE,FALSE,,
2018-09-17,Lundi,FALSE,FALSE,,
2018-09-18,Mardi,FALSE,FALSE,,
2018-09-19,Mercredi,FALSE,FALSE,,
2018-09-20,Jeudi,FALSE,FALSE,,
2018-09-21,Vendredi,FALSE,FALSE,,
