direction:O,dep_time,weekday,yearweek,whichholiday_left_LUX:Vacances de Noeel,whichholiday_left_LUX:Vacances de Pentecete,whichholiday_left_LUX:Vacances de Peques,whichholiday_left_LUX:Vacances dete,whichholiday_left_LUX:vacances de Carnaval,whichholiday_right_LUX:Vacances de Noeel,whichholiday_right_LUX:Vacances de Pentecete,whichholiday_right_LUX:Vacances de Peques,whichholiday_right_LUX:Vacances dete,whichholiday_right_LUX:vacances de Carnaval,holiday_from_left_LUX,holiday_from_right_LUX,holiday_to_left_LUX,holiday_to_right_LUX,whichjf_left_LUX:Assomption,whichjf_left_LUX:Journee de lEurope,whichjf_left_LUX:La Toussaint,whichjf_left_LUX:Les Trepasses,whichjf_left_LUX:Lundi de Pentecete,whichjf_left_LUX:Lundi de Peques,whichjf_left_LUX:Luxembourg,whichjf_left_LUX:Noeel,whichjf_left_LUX:Nouvel an,whichjf_left_LUX:Pentecete,whichjf_left_LUX:Peques,whichjf_left_LUX:Saint Etienne,whichjf_left_LUX:Travail,whichjf_right_LUX:Assomption,whichjf_right_LUX:Journee de lEurope,whichjf_right_LUX:La Toussaint,whichjf_right_LUX:Les Trepasses,whichjf_right_LUX:Lundi de Pentecete,whichjf_right_LUX:Lundi de Peques,whichjf_right_LUX:Luxembourg,whichjf_right_LUX:Noeel,whichjf_right_LUX:Nouvel an,whichjf_right_LUX:Pentecete,whichjf_right_LUX:Peques,whichjf_right_LUX:Saint Etienne,whichjf_right_LUX:Travail,jf_left_LUX,jf_left_LUX,capacity_current
1,19.166666666666668,4,14.0,0,0,1,0,0,0,0,1,0,0,6.0,11.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,73
0,8.75,4,14.0,0,0,1,0,0,0,0,1,0,0,6.0,11.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,71
0,16.083333333333332,4,14.0,0,0,1,0,0,0,0,1,0,0,6.0,11.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,71
0,21.166666666666668,4,14.0,0,0,1,0,0,0,0,1,0,0,6.0,11.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,71
1,6.75,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,71
1,14.333333333333336,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,75
1,19.166666666666668,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,73
0,8.75,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,71
0,16.083333333333332,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,71
0,21.166666666666668,5,14.0,0,0,1,0,0,0,0,1,0,0,7.0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,4.0,73
1,10.75,6,14.0,0,0,1,0,0,0,0,1,0,0,8.0,9.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,73
0,12.5,6,14.0,0,0,1,0,0,0,0,1,0,0,8.0,9.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,5.0,75
1,12.916666666666664,7,14.0,0,0,1,0,0,0,0,1,0,0,9.0,8.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,71
1,19.666666666666668,7,14.0,0,0,1,0,0,0,0,1,0,0,9.0,8.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,75
0,14.75,7,14.0,0,0,1,0,0,0,0,1,0,0,9.0,8.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,75
0,21.416666666666668,7,14.0,0,0,1,0,0,0,0,1,0,0,9.0,8.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,6.0,76
1,6.75,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,73
1,14.333333333333336,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,71
1,19.166666666666668,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,71
0,8.75,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,73
0,16.083333333333332,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,73
0,21.166666666666668,1,15.0,0,0,1,0,0,0,0,1,0,0,10.0,7.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,73
1,6.75,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,73
1,14.333333333333336,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,71
1,19.166666666666668,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,71
0,8.75,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,71
0,16.083333333333332,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,73
0,21.166666666666668,2,15.0,0,0,1,0,0,0,0,1,0,0,11.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,8.0,71
1,6.75,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,71
1,14.333333333333336,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,71
1,19.166666666666668,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,73
0,8.75,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,71
0,16.083333333333332,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,71
0,21.166666666666668,3,15.0,0,0,1,0,0,0,0,1,0,0,12.0,5.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,73
1,6.75,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,71
1,14.333333333333336,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,71
1,19.166666666666668,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,73
0,8.75,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,71
0,16.083333333333332,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,71
0,21.166666666666668,4,15.0,0,0,1,0,0,0,0,1,0,0,13.0,4.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,10.0,71
1,6.75,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,73
1,14.333333333333336,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,73
1,19.166666666666668,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,73
0,8.75,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,71
0,16.083333333333332,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,73
0,21.166666666666668,5,15.0,0,0,1,0,0,0,0,1,0,0,14.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,11.0,73
1,10.75,6,15.0,0,0,1,0,0,0,0,1,0,0,15.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,12.0,73
0,12.5,6,15.0,0,0,1,0,0,0,0,1,0,0,15.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0,12.0,73
1,12.916666666666664,7,15.0,0,0,1,0,0,0,0,1,0,0,16.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,13.0,71
1,19.666666666666668,7,15.0,0,0,1,0,0,0,0,1,0,0,16.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,13.0,71
0,14.75,7,15.0,0,0,1,0,0,0,0,1,0,0,16.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,13.0,76
0,21.416666666666668,7,15.0,0,0,1,0,0,0,0,1,0,0,16.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,13.0,76
1,6.75,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,71
1,14.333333333333336,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,71
1,19.166666666666668,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,71
0,8.75,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,73
0,16.083333333333332,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,73
0,21.166666666666668,1,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,14.0,71
1,6.75,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,71
1,14.333333333333336,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,71
1,19.166666666666668,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,71
0,8.75,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,71
0,16.083333333333332,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,71
0,21.166666666666668,2,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,15.0,75
1,6.75,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,71
1,14.333333333333336,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,71
1,19.166666666666668,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,73
0,8.75,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,71
0,16.083333333333332,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,71
0,21.166666666666668,3,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,3.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,73
1,6.75,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,138
1,14.333333333333336,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,73
1,19.166666666666668,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,71
0,8.75,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,138
0,16.083333333333332,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,71
0,21.166666666666668,4,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,4.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,17.0,71
1,6.75,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,73
1,14.333333333333336,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,73
1,19.166666666666668,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,76
0,8.75,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,71
0,16.083333333333332,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,71
0,21.166666666666668,5,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,5.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,18.0,73
1,10.75,6,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,6.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,19.0,75
0,12.5,6,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,6.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,19.0,73
1,12.916666666666664,7,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,7.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,71
1,19.666666666666668,7,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,7.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,71
0,14.75,7,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,7.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,76
0,21.416666666666668,7,16.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,7.0,27.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,76
1,6.75,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,71
1,14.333333333333336,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,71
1,19.166666666666668,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,71
0,8.75,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,73
0,16.083333333333332,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,71
0,21.166666666666668,1,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,8.0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,71
1,6.75,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,71
1,14.333333333333336,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,71
1,19.166666666666668,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,71
0,8.75,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,71
0,16.083333333333332,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,71
0,21.166666666666668,2,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,9.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.0,22.0,73
1,6.75,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,71
1,14.333333333333336,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,71
1,19.166666666666668,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,73
0,8.75,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,71
0,16.083333333333332,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,73
0,21.166666666666668,3,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,10.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,23.0,71
1,6.75,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,71
1,14.333333333333336,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,73
1,19.166666666666668,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,73
0,8.75,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,71
0,16.083333333333332,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,71
0,21.166666666666668,4,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,11.0,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,24.0,71
1,6.75,5,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,12.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,25.0,76
1,14.333333333333336,5,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,12.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,25.0,76
1,19.166666666666668,5,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,12.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,25.0,73
0,8.75,5,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,12.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,25.0,71
0,16.083333333333332,5,17.0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,12.0,22.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,25.0,71
