nn,bench
,
,
,
47.568975,18.0
47.694680000000005,18.25
48.133005,19.0
38.737204999999996,32.25
38.81943875,32.125
38.926039,32.25
39.027294999999995,32.875
40.01147666666666,31.75
40.26751083333334,32.333333333333336
40.51855833333334,32.25
31.76587875,25.9375
30.0239055,24.1875
29.873763750000002,24.3125
29.214258000000008,23.125
25.720107399999996,20.05
26.0858426,20.25
26.237368900000007,20.45
22.164352750000003,20.5
22.0966435,20.5
21.68258966666667,19.9
21.868921333333333,18.6
20.894460714285714,21.375
21.43668,21.208333333333332
21.49162414285714,21.291666666666668
19.0008468125,18.428571428571427
18.7193145625,19.035714285714285
18.88474775,18.964285714285715
18.749116062500004,18.607142857142858
16.82642227777778,19.875
16.88421,20.3125
17.115647055555556,19.46875
16.070333249999997,17.555555555555557
16.0113999,17.666666666666668
16.083334,18.13888888888889
15.422452049999999,17.5
14.905863045454545,20.425
15.15200890909091,20.675
15.585105909090911,20.925
14.737882708333336,20.454545454545453
15.032961999999998,19.75
15.155643250000002,20.045454545454547
15.019451166666665,20.681818181818183
16.14407230769231,20.772727272727273
16.504258653846154,21.272727272727273
16.451600000000003,21.204545454545453
16.258023464285714,20.166666666666668
15.969774857142854,19.902777777777775
15.904844464285715,19.666666666666668
16.147097714285714,20.347222222222225
18.663740166666667,23.314102564102562
18.558537066666666,23.346153846153847
17.951522833333335,24.21153846153846
17.925217000000004,23.532738095238095
18.29420328125,24.252976190476193
18.48513965625,24.098214285714285
17.869968,23.071428571428573
20.203876000000005,25.7
20.532547441176472,25.944444444444446
20.245883352941178,26.255555555555553
22.290471916666668,26.58888888888889
22.42564463888889,27.07777777777778
21.991689166666667,27.194444444444446
21.689376666666664,27.022222222222222
22.85488705263158,26.703125
22.62932542105263,26.71875
22.183193657894737,26.552083333333332
24.567417499999998,30.868872549019603
24.643996475,30.886029411764707
24.727067650000002,30.63235294117647
24.393937949999998,30.13725490196078
25.623237809523808,28.751157407407405
25.48703145238095,28.34837962962963
25.45186197619048,28.51157407407407
27.918257954545457,30.407894736842106
27.570110659090904,29.94736842105263
28.227904795454545,30.375
28.099106090909093,30.436403508771935
28.24600845454545,30.60745614035088
27.770885909090907,30.317982456140356
28.001892454545455,30.701754385964907
26.915219260869563,30.58333333333333
26.90745560869565,30.19736842105263
27.41544030434783,30.414473684210527
26.930822086956518,29.995614035087723
26.838134152173918,29.258771929824565
26.846782847826084,29.574561403508778
27.10941539130435,29.70394736842105
26.47278320833333,29.14375
26.5783814375,29.175
27.087322770833335,29.44375
27.259271104166668,29.15
27.100830645833337,28.829166666666662
27.076627979166663,28.73125
27.027336958333333,28.679166666666664
26.45820516,27.920634920634917
26.419508,27.730158730158728
26.02005888,27.535714285714285
26.395823540000002,27.027777777777775
26.061045639999996,27.027777777777775
26.693919159999997,28.015873015873012
26.40884702,27.19444444444444
25.68044992307692,26.18560606060606
25.492112442307693,25.90340909090909
24.90109398076923,25.460227272727273
24.622516750000003,25.02840909090909
24.749713538461535,25.017045454545453
24.693805634615387,25.329545454545453
24.840379423076925,25.420454545454547
24.429471944444444,24.67391304347826
24.47943772222222,24.641304347826086
24.49331125925926,24.565217391304348
24.686368722222227,24.684782608695652
