Route,DepDate,FltNum,dtime,Direction,month,dday,SpoilageRisk,Intensity_downweighted,Intensity_full,SpillageRisk
LUX-BRI,2019-08-13,6408,14:35,I,August,Tuesday,0.3465594734329706,7.850000000000094,-34.0,0.0004599276135971442
LUX-BRI,2019-08-16,6407,11:45,O,August,Friday,0.0687969717113519,17.648022825998254,-10.0,0.4058077189929793
LUX-BRI,2019-08-16,6408,14:35,I,August,Friday,3.3519194994622086e-19,50.522437250914095,12.0,0.9906199960877461
LUX-BRI,2019-08-18,6407,12:50,O,August,Sunday,2.548734892317918e-07,40.41681165741696,11.0,0.9851704924161729
LUX-BRI,2019-08-18,6408,14:55,I,August,Sunday,7.446820845582867e-14,55.00000000000006,29.0,0.9999967087315653
LUX-BRI,2019-08-20,6407,11:45,O,August,Tuesday,0.7984326591007638,0.2573735063162559,-28.0,0.005919164664712651
LUX-BRI,2019-08-20,6408,14:35,I,August,Tuesday,0.09409994110200356,13.850000000000094,-27.0,0.00811948096360593
LUX-BRI,2019-08-23,6407,11:45,O,August,Friday,0.08533997325242322,17.772903013149147,-10.0,0.42811868116072616
LUX-BRI,2019-08-23,6408,14:35,I,August,Friday,0.0,60.360773295950324,23.0,0.9998930227575809
LUX-BRI,2019-08-25,6407,12:50,O,August,Sunday,0.002018747597424167,27.522256599241018,-1.0,0.7785335098105739
LUX-BRI,2019-08-25,6408,14:55,I,August,Sunday,1.6590299436605858e-06,41.99927102241462,16.0,0.9958225381603728
LUX-BRI,2019-08-27,6407,11:45,O,August,Tuesday,0.5992984124662949,4.270521034491097,-24.0,0.0297427204324191
LUX-BRI,2019-08-27,6408,14:35,I,August,Tuesday,7.93035194759537e-06,30.43971957708304,-10.0,0.3740530794468584
LUX-BRI,2019-08-30,6407,11:45,O,August,Friday,0.00011591491594265499,34.748298887266316,8.0,0.9663044406715544
LUX-BRI,2019-08-30,6408,14:35,I,August,Friday,0.0,59.4275610833149,24.0,0.9999087624786989
LUX-BRI,2019-09-01,6407,12:50,O,September,Sunday,2.2916765708047274e-06,40.57391441685665,12.0,0.9869904955771172
LUX-BRI,2019-09-01,6408,14:55,I,September,Sunday,3.5633607620825385e-09,49.07207101261612,24.0,0.9998768850115064
LUX-BRI,2019-09-03,6407,11:45,O,September,Tuesday,0.202130131767503,12.246242385478283,-15.0,0.19914276005386622
LUX-BRI,2019-09-03,6408,14:35,I,September,Tuesday,0.2782366200751575,9.850000000000094,-29.0,0.0083123573038556
LUX-BRI,2019-09-06,6407,11:45,O,September,Friday,0.04326818446727236,21.649867782466856,-5.0,0.6392465059911986
LUX-BRI,2019-09-06,6408,14:35,I,September,Friday,2.9962233210137683e-13,49.45133475286215,15.0,0.9949015903794729
LUX-BRI,2019-09-08,6407,12:50,O,September,Sunday,0.00011023906549677861,35.60698561531704,7.0,0.9557267863026124
LUX-BRI,2019-09-08,6408,14:55,I,September,Sunday,3.493884765783934e-06,42.452844843667364,17.0,0.9973721641676674
LUX-BRI,2019-09-10,6407,11:45,O,September,Tuesday,0.06915717633971859,17.088605236542705,-9.0,0.42727968260954674
LUX-BRI,2019-09-10,6408,14:35,I,September,Tuesday,4.2712215540674136e-05,30.850000000000094,-7.0,0.518144513811627
LUX-BRI,2019-09-13,6407,11:45,O,September,Friday,0.2898583051929442,12.520088678949406,-14.0,0.30473317149692514
LUX-BRI,2019-09-13,6408,14:35,I,September,Friday,0.0,65.46247499409164,32.0,0.9999978066543025
LUX-BRI,2019-09-15,6407,12:50,O,September,Sunday,0.9397435947931883,-5.0,-17.0,0.07630857093849641
LUX-BRI,2019-09-15,6408,14:55,I,September,Sunday,8.052375560574293e-06,41.00000000000006,17.0,0.9968430714320362
LUX-BRI,2019-09-17,6407,11:45,O,September,Tuesday,0.927794042889141,-5.819950117251565,-32.0,0.00497195476927581
LUX-BRI,2019-09-17,6408,14:35,I,September,Tuesday,0.0,63.91747086606193,27.0,0.9999903818542797
LUX-BRI,2019-09-20,6407,11:45,O,September,Friday,0.05771700000619505,20.525448638600466,-1.0,0.7826871603980474
LUX-BRI,2019-09-20,6408,14:35,I,September,Friday,0.0018980916698687954,27.961108579740554,-5.0,0.6593227665939332
LUX-BRI,2019-09-22,6407,12:50,O,September,Sunday,0.0003227703771623169,34.436342785018866,8.0,0.958184332426315
LUX-BRI,2019-09-22,6408,14:55,I,September,Sunday,2.0263142930530563e-09,53.18697011543631,29.0,0.9999784128521092
LUX-BRI,2019-09-24,6407,11:45,O,September,Tuesday,0.9882864104639241,-12.919199798462742,-35.0,0.001790574024448044
LUX-BRI,2019-09-24,6408,14:35,I,September,Tuesday,1.6183034095197327e-06,35.91215122645039,0.0,0.8231025949474253
LUX-BRI,2019-09-27,6407,11:45,O,September,Friday,0.6010503239716232,5.556058085730797,-12.0,0.34821738904604405
LUX-BRI,2019-09-27,6408,14:35,I,September,Friday,1.2761544329297383e-07,41.39816885947977,14.0,0.9917678524475242
LUX-BRI,2019-09-29,6407,12:50,O,September,Sunday,4.374888662250167e-05,38.0,24.0,0.9999753616270827
LUX-BRI,2019-09-29,6408,14:55,I,September,Sunday,0.17589570766276744,14.0,1.0,0.8569713505640912
LUX-BRI,2019-10-01,6407,11:45,O,October,Tuesday,0.9153468048286194,-4.999999999999986,-20.0,0.06848000579320546
LUX-BRI,2019-10-01,6408,14:35,I,October,Tuesday,0.18584939244550855,12.850000000000094,-18.0,0.13688958121731232
LUX-BRI,2019-10-04,6407,11:45,O,October,Friday,0.37781521680162394,11.0,-4.0,0.622184783198376
LUX-BRI,2019-10-04,6408,14:35,I,October,Friday,0.012047371062531011,23.300000000000026,1.0,0.8048479927160721
LUX-BRI,2019-10-06,6407,12:50,O,October,Sunday,0.07888268254607979,17.0,5.0,0.9398203752706337
LUX-BRI,2019-10-06,6408,14:55,I,October,Sunday,0.00010218921319157088,37.0,23.0,0.9999415519076467
LUX-BRI,2019-10-08,6407,11:45,O,October,Tuesday,0.9968196741474127,-17.999999999999986,-43.0,0.00029099243763908156
LUX-BRI,2019-10-08,6408,14:35,I,October,Tuesday,0.010180288024491968,22.850000000000094,-11.0,0.3998431150817978
LUX-BRI,2019-10-11,6407,11:45,O,October,Friday,0.7396916231230902,1.501063829787256,-22.0,0.09405803254169043
LUX-BRI,2019-10-11,6408,14:35,I,October,Friday,0.4793001178139147,7.300000000000026,-11.0,0.30908338644068634
LUX-BRI,2019-10-13,6407,12:50,O,October,Sunday,0.7659001918179065,1.4127659574468936,-17.0,0.17718382663625087
LUX-BRI,2019-10-13,6408,14:55,I,October,Sunday,0.21767050084488135,13.0,0.0,0.8198248591869484
LUX-BRI,2019-10-15,6407,11:45,O,October,Tuesday,0.9945467535301766,-15.999999999999986,-41.0,0.0006670540697495397
LUX-BRI,2019-10-15,6408,14:35,I,October,Tuesday,0.937468797855315,-5.149999999999906,-38.0,0.001721624430249702
LUX-BRI,2019-10-18,6407,11:45,O,October,Friday,0.9301516126090348,-6.498936170212744,-30.0,0.02379317652843793
LUX-BRI,2019-10-18,6408,14:35,I,October,Friday,0.10254511724589242,16.300000000000026,-12.0,0.3748445888281492
LUX-BRI,2019-10-20,6407,12:50,O,October,Sunday,0.6971794342632324,2.4127659574468936,-21.0,0.12550574921426538
LUX-BRI,2019-10-20,6408,14:55,I,October,Sunday,0.5472225611541641,6.000000000000057,-10.0,0.4262973659191993
LUX-BRI,2019-10-22,6407,11:45,O,October,Tuesday,0.9993418565399734,-22.999999999999986,-47.0,9.332956917773583e-05
LUX-BRI,2019-10-22,6408,14:35,I,October,Tuesday,0.9633155952891351,-7.149999999999906,-39.0,0.0013620407380300348
LUX-BRI,2019-10-25,6407,11:45,O,October,Friday,0.8051285499414043,-0.49893617021274395,-23.0,0.08240316203290432
LUX-BRI,2019-10-25,6408,14:35,I,October,Friday,0.00039422255675643816,32.300000000000026,5.0,0.8954824448203139
LUX-BRI,2019-11-01,6407,16:55,O,November,Friday,0.21252343074198676,9.0,-1.0,0.7616423569768421
LUX-BRI,2019-11-01,6408,19:45,I,November,Friday,0.13784825923932228,12.0,2.0,0.834328298640578
