nn,bench
,
,
13.101184500000002,21.81818181818182
13.179507500000007,22.22727272727272
13.446384999999992,22.31818181818182
12.595897999999998,21.86363636363638
15.964179999999995,26.496753246753254
15.924982500000002,25.49675324675324
16.162095,25.246753246753254
25.05875416666667,29.01515151515152
25.171064999999995,29.22727272727272
26.105954999999998,30.235930735930737
25.347315999999996,31.792207792207794
24.682493749999992,28.339285714285715
25.982409375,28.433441558441558
26.371936750000003,28.88636363636363
24.558111000000004,30.849025974025967
24.830942900000004,30.929545454545455
25.712805000000003,31.749025974025972
26.338655399999993,32.31168831168831
25.27687575,28.13888888888889
24.981267916666667,27.480068542568535
24.714698416666664,26.731691919191917
21.582612857142863,23.934910327767472
21.547280999999998,23.971706864564005
22.5442185,25.209029066171926
22.366473142857142,24.563852813852815
23.799973375,24.01325757575757
23.618615249999998,23.995806277056275
23.546867750000004,23.75514069264069
21.712458277777777,27.46324956946718
21.979018944444444,27.070874673206276
22.073728,26.905338856116057
22.30483938888889,27.311720710684444
21.26719395,27.79551655614565
21.511776599999997,28.088601766304862
21.57385985,27.522636166420995
22.87390531818182,29.396307834724904
22.974150590909094,29.637516774944675
24.021105227272734,30.23985118973076
23.95464690909091,29.90375956322374
23.576355999999993,29.766231376866582
23.34503876923077,28.994745380731306
24.082086807692306,28.609897166085457
24.913979821428573,27.828481189843494
24.820271964285713,27.614112451030945
24.685331785714286,27.29928101938702
25.118647107142856,27.12906978884835
24.002597266666665,27.206954677284134
24.246057874999998,28.036122128327047
24.399681843750002,28.045089814886808
23.483004764705882,27.966071475460144
23.678858294117646,27.913835988439388
23.528062029411767,27.497168744356863
23.55253973529412,27.321408418957315
23.086321472222224,26.30884658811701
23.314912210526316,26.362731715368643
23.40915542105263,26.716674159237257
23.56166775,27.16363490292821
23.553343275000003,27.52255664406922
23.7989131,27.529484711518545
24.082405425,27.30467331532102
24.217178595238096,26.528201652217234
24.236336568181812,26.36057051790564
24.485332113636364,26.71666377223679
25.090896326086956,26.947575588069586
25.159814260869567,27.083565549041058
24.828887695652178,27.211171341704052
24.91438276086956,27.041322662532416
25.74324908333333,28.220058653990236
24.96242102,27.433073280860928
24.810272800000003,27.20337204901405
25.202912750000003,26.874425242953354
25.057973134615388,26.611273361718357
25.129246884615387,26.64892553994047
25.323539076923076,26.655989744536853
26.40049338888889,28.79657533258362
25.654551839285716,28.634121506895376
25.461409214285716,28.269975163847864
25.719151206896555,28.651722180341526
25.675129293103446,28.370456062239114
25.844455689655174,28.584105495646853
25.420771362068965,28.29062207435213
25.545332266666666,27.812006516840686
25.646998566666664,27.781439049832958
25.8423195,27.787302476528733
25.248738467741937,28.07286940935856
25.57511677419355,28.378235512472802
25.571240322580646,28.422158427508517
25.528741741935484,28.492739055765124
25.403605031250002,27.68859586527828
24.934584671875,27.34708552078681
25.14561225,27.33569135110689
24.595854545454543,27.111786003829884
24.766175484848485,27.307110829946456
24.521970015151517,27.258830284442777
24.481697348484847,27.31965936687551
24.686315882352943,27.414848993100275
24.531298970588235,27.157451703069313
23.908767647058824,26.543226066550993
23.427293657142854,26.55411515002456
23.386140085714285,26.596308811707683
23.11931372857143,26.434871757366544
23.208050314285714,26.146591073682522
