dprio,nn,bench
262,16.55131213378049,20.63088374886402
263,16.398978035414636,20.64308514226645
264,16.03844576292683,20.252910307238196
265,15.076444141911907,19.195186891961086
266,15.199262193333333,18.834777679187617
267,14.92792882259524,18.874378404938415
268,14.376215932294047,18.648573782013973
269,14.019370147697675,17.941187626099072
270,13.798686877279069,17.806574081408552
271,13.426372642093025,17.342855201377983
272,13.20943338215909,16.798921998992125
273,12.656443531022727,16.63566616880081
274,12.914554296363635,16.35582821806524
275,12.161706206575797,15.80240606550516
276,12.00024422572222,15.411193137174372
277,11.781979906222222,15.2443358157071
278,11.779651816222223,15.122292767594697
279,11.274005889826086,14.642257051698556
280,10.789004796847825,14.47999333883449
281,10.66276180095652,14.261444830746983
282,10.452511877434782,13.970567918972456
283,9.929523928712765,13.457751579483649
284,9.841062786702128,13.333052507965057
285,9.526491011627659,13.119981697552047
286,9.512660237114583,12.827027649769585
287,9.271631442857142,12.59664127402113
288,8.856547488509184,12.52360207666943
289,9.194724544591837,12.546569358820388
290,8.8663590752,12.39648608092267
291,8.976089395999999,12.190012581881103
292,8.663844917311001,12.120509928445916
293,7.907817491034313,11.459846837070609
294,7.653864965038461,11.069946328531351
295,7.562893596634615,10.912691647647758
296,7.626530698227883,10.874852704216249
297,7.795723081301887,11.148179883625703
298,7.843889203047168,11.104047896348611
299,7.911014978028302,11.143251783666756
300,7.259818916826297,10.3073010011749
301,7.104653483018183,10.071136165613604
302,6.907456653618182,10.016133888788044
303,7.159376530072727,10.000328428859163
304,6.86653190964375,9.76456576133702
305,6.619662509553572,9.433931666764819
306,6.622014932321429,9.1507440321972
307,6.472551022289474,8.976054902454182
308,6.371888749034482,8.737461215364032
309,6.506299387794828,8.719860683832563
310,6.507192159301724,8.52950735091165
311,6.408587531249153,8.458928733581606
312,5.747346716491526,7.906211434494682
313,5.6615880609406775,7.713191456160801
314,5.765347687458333,7.487355430707584
315,5.574037092475409,7.359875796658848
316,5.707128688442624,7.240910430433596
317,5.347121444901639,7.167347963348034
318,5.132970281822581,6.710572845235873
319,5.0583825664285715,6.553076370404757
