FltNum,DepDate,DepTime
9413,27/5/2018,18:50:00
9413,28/5/2018,18:50:00
9413,29/5/2018,18:50:00
9413,30/5/2018,18:50:00
9413,31/5/2018,18:50:00
9413,1/6/2018,18:50:00
9413,3/6/2018,18:50:00
9413,4/6/2018,18:50:00
9413,5/6/2018,18:50:00
9413,6/6/2018,18:50:00
9413,7/6/2018,18:50:00
9413,8/6/2018,18:50:00
9413,10/6/2018,18:50:00
9413,11/6/2018,18:50:00
9413,12/6/2018,18:50:00
9413,13/6/2018,18:50:00
9413,14/6/2018,18:50:00
9413,15/6/2018,18:50:00
9413,17/6/2018,18:50:00
9413,18/6/2018,18:50:00
9413,19/6/2018,18:50:00
9413,20/6/2018,18:50:00
9413,21/6/2018,18:50:00
9413,22/6/2018,18:50:00
9413,24/6/2018,18:50:00
