nn,bench
,
,
,
47.568975,24.875
47.694680000000005,25.5
48.133005,26.5625
38.737204999999996,30.04017857142857
38.81943875,30.263392857142858
38.926039,30.772321428571427
39.027294999999995,30.66517857142857
40.01147666666666,26.53571428571428
40.26751083333334,27.07142857142857
40.51855833333334,27.27976190476191
31.76587875,20.52232142857143
30.0239055,20.30357142857143
29.873763750000002,20.455357142857142
29.214258000000008,18.745535714285715
25.720107399999996,15.65
26.0858426,16.257142857142856
26.237368900000007,16.567857142857143
22.164352750000003,14.77876984126984
22.0966435,14.645833333333334
21.68258966666667,14.767857142857144
21.868921333333333,13.48015873015873
20.894460714285714,15.470238095238093
21.43668,15.768707482993197
21.49162414285714,15.811224489795917
19.0008468125,14.015625
18.7193145625,13.84375
18.88474775,13.84375
18.749116062500004,12.515625
16.82642227777778,15.403064842958461
16.88421,15.84332995609591
17.115647055555556,15.570682764831698
16.070333249999997,14.997803802372008
16.0113999,15.175126646403243
16.083334,15.504254723165861
15.422452049999999,15.700020561416057
14.905863045454545,18.034370072980835
15.15200890909091,18.13489182907205
15.585105909090911,18.83738791454686
14.737882708333336,19.220258954645686
15.032961999999998,19.426424027057628
15.155643250000002,19.50087311520353
15.019451166666665,20.181601381687425
16.14407230769231,23.611851238040224
16.504258653846154,23.889443191351823
16.451600000000003,23.951202052015574
16.258023464285714,22.945960476389132
15.969774857142854,23.320365522095365
15.904844464285715,23.10285926427309
16.147097714285714,23.187683158369733
18.663740166666667,26.055662236525812
18.558537066666666,26.41787720762063
17.951522833333335,27.266106144585493
17.925217000000004,25.805568903093153
18.29420328125,26.379852792180706
18.48513965625,26.237596847249538
17.869968,25.603334897788898
20.203876000000005,28.23068097493482
20.532547441176472,28.58878254681096
20.245883352941178,28.580368843407197
22.290471916666668,31.658968082899037
22.42564463888889,32.1681874444025
21.991689166666667,31.89413373308346
21.689376666666664,31.384883910222875
22.85488705263158,31.001984440659427
22.62932542105263,31.03870792437916
22.183193657894737,31.050293966037326
24.567417499999998,34.983663110634325
24.643996475,35.10542655005265
24.727067650000002,34.75089041112899
24.393937949999998,34.18180273705227
25.623237809523808,32.79218071389312
25.48703145238095,32.59809795076423
25.45186197619048,32.74196754351859
27.918257954545457,34.44351241947456
27.570110659090904,34.287801964757534
28.227904795454545,34.99748752499065
28.099106090909093,34.960975491099084
28.24600845454545,34.91655379108445
27.770885909090907,34.42822411040496
28.001892454545455,34.392986701450404
26.915219260869563,33.8124414273881
26.90745560869565,33.7948593436758
27.41544030434783,33.941878564561804
26.930822086956518,33.68051634159677
26.838134152173918,33.288201057481274
26.846782847826084,33.4213726548282
27.10941539130435,33.49435650455063
26.47278320833333,32.36154404728794
26.5783814375,32.44488804830443
27.087322770833335,32.600170600154954
27.259271104166668,32.44661354346703
27.100830645833337,31.967164240105024
27.076627979166663,32.225633873525766
27.027336958333333,32.29630164565826
26.45820516,31.231712547430316
26.419508,31.02098056101873
26.02005888,30.877560750541353
26.395823540000002,30.641832936011284
26.061045639999996,30.755254474839585
26.693919159999997,30.270666805729384
26.40884702,30.986780161710076
25.68044992307692,30.02127204946354
25.492112442307693,29.859479320915494
24.90109398076923,29.819361150079235
