dprio,nn,bench
322,5.1733157143461534,3.946045197740113
323,4.704655878507692,3.7943502824858757
324,4.776385391815384,3.842372881355932
325,4.722287896666667,3.7816384180790963
326,4.42958172935597,3.862994350282486
327,4.5056339703582085,3.832485875706215
328,4.506030239676471,3.948305084745763
329,4.261807570992753,3.9177966101694914
330,5.093929183768116,3.830508474576271
331,4.930494714347827,3.86271186440678
332,4.152184673839715,3.611097659402744
333,4.304471607704929,3.5828490718321224
334,4.241997980211267,3.633696529459241
335,3.868691830145833,3.5701372074253426
336,4.160674246404109,3.530508474576271
337,4.034925179979452,3.483292978208232
338,3.827553927061644,3.460694108151735
339,3.7253565029441895,3.4078288942695725
340,3.9976992761000005,3.3092009685230024
341,3.6155154321739995,3.2910411622276032
342,3.5147446725144733,3.307990314769976
343,3.571665096351949,3.203954802259887
344,3.6747825331129875,3.1418079096045197
345,3.5243411373961036,3.1107344632768363
346,3.4683888449038465,2.986440677966102
347,3.609810336525316,2.9822033898305085
348,3.857572664765823,3.075423728813559
349,3.0899012104525,3.033050847457627
350,3.0508628473660493,3.080508474576271
351,3.037674765921605,3.0042372881355934
352,3.1013250999876543,2.98728813559322
353,2.9695887681189026,3.0
354,2.966560495223494,2.9378531073446323
355,3.268297588469879,2.997175141242938
356,2.745129077085399,2.997175141242938
357,2.5909749994994113,2.929378531073446
358,2.70891292763,2.9293785310734464
359,2.925365818221177,2.861581920903955
360,3.6440891912790696,2.8107344632768365
361,3.4710037754597702,2.7768361581920904
362,3.3945112568390803,2.824455205811138
363,4.268803483875,4.576271186440678
364,3.2589416393820225,0.0
365,0.6902586898146068,
