Extraction Day;Calendar day;Flight Number;Sched Airport Arriva;Sched Airport Depart;Pax total;Coupons+YQ on current bookings;Current revenue;Group pax;Cabin Capacity
12/04/2018;01/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;01/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;01/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;01/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;01/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;01/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;02/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;02/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;03/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;03/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;03/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;03/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;04/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;05/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;06/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;07/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;08/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;09/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;09/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;10/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;10/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;10/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;10/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;11/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;12/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;13/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;14/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;15/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;16/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;16/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;17/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;17/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;17/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;17/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;18/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;19/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;20/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;21/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;22/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;23/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
12/04/2018;23/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;01/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;02/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;02/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;03/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;03/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;03/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;03/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;04/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;05/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;06/03/2019;LG-9416;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;07/03/2019;LG-9411;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;07/03/2019;LG-9412;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;07/03/2019;LG-9413;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;07/03/2019;LG-9414;SCN;TXL;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
13/04/2018;07/03/2019;LG-9415;TXL;SCN;0 PAX;0,00 EUR;0,0;0 PAX;0 PAX
