dday,Dprio,NumPax,forecast,se_oos,PI_lb,PI_ub
Monday,88,15.0,59.51677970087705,13.232207434486524,33.052364831904,85.9811945698501
Monday,89,13.0,58.137664248221164,12.755603898441233,32.6264564513387,83.64887204510363
Monday,90,12.0,56.77926609049101,12.632374076811308,31.51451793686839,82.04401424411363
Monday,91,12.0,55.44127400913833,12.561313188052862,30.318647633032608,80.56390038524405
Monday,92,7.0,54.12338146079014,8.319944448271405,37.48349256424733,70.76327035733296
Monday,93,7.0,52.825286507017495,8.218035315432656,36.38921587615218,69.26135713788281
Monday,94,6.0,51.546691745159244,8.028565268737143,35.48956120768496,67.60382228263353
Monday,95,5.0,50.28730424018502,7.8351699623543345,34.61696431547635,65.9576441648937
Monday,96,5.0,49.04683545758179,7.736326815315175,33.574181826951445,64.51948908821214
Monday,97,3.0,47.8250011972485,6.873225978790405,34.07854923966769,61.57145315482931
Monday,98,3.0,46.62152152838392,6.766998907738872,33.087523712906176,60.15551934386167
Monday,99,3.0,45.436120725352474,6.662318036404049,32.11148465254438,58.76075679816057
Monday,100,3.0,44.26852720451362,6.559159172146487,31.150208860220644,57.38684554880659
Monday,101,3.0,43.118473462000054,6.457498459923077,30.2034765421539,56.03347038184621
Monday,102,3.0,41.98569601243079,6.3573123761829615,29.271071260064872,54.700320764796714
Monday,103,3.0,40.869935328544734,6.2585777227982,28.352779882948333,53.387090774141136
Monday,104,3.0,39.7709357817412,6.161271621024703,27.448392539691795,52.09347902379061
Monday,105,3.0,38.68844558351361,6.065371505488754,26.557702572536105,50.81918859449112
Monday,106,3.0,37.62221672776297,5.970855118194082,25.680506491374803,49.563926964151136
Monday,107,3.0,36.57200493397792,5.877700502544185,24.816603928889553,48.327405939066296
Monday,108,3.0,35.5375695912684,5.7858859973742,23.96579759652,47.1093415860168
Monday,109,3.0,34.51867370323994,5.695390230986273,23.127893241267394,45.90945416521249
Monday,110,3.0,33.51508383369619,5.606192115181917,22.302699603332353,44.72746806406002
Monday,111,3.0,32.526570053156995,5.518270839284337,21.49002837458832,43.56311173172567
Monday,112,3.0,31.552905886179985,5.4316058641432265,20.689694157893534,42.41611761446644
Monday,113,3.0,30.593868259473425,5.346176916113869,19.901514427245687,41.28622209170116
Monday,114,3.0,29.649237450788576,5.261963981001751,19.125309488785074,40.17316541279207
Monday,115,3.0,28.718797038579787,5.178947297963108,18.36090244265357,39.076691634506005
Monday,116,2.0,27.802333852420794,4.879576371010676,18.043181110399445,37.561486594442144
Monday,117,1.0,26.899637924165894,4.560185245198231,17.779267433769434,36.020008414562355
Monday,118,1.0,26.010502439844743,4.472471387710545,17.065559664423652,34.95544521526583
Monday,119,1.0,25.13472369227984,4.385680966915568,16.363361758448704,33.90608562611098
Monday,120,1.0,24.272101034415797,4.299787470009154,15.67252609439749,32.871675974434105
Monday,121,1.0,23.42243683334968,4.21476405990442,14.992908713540839,31.851964953158518
Monday,122,0.0,22.5855364250519,3.837579158703647,14.910378107644604,30.260694742459194
Monday,123,0.0,21.761208069767356,3.7475940905137115,14.266019888739933,29.25639625079478
Monday,124,0.0,20.94926290808649,3.6581356201922963,13.632991667701896,28.265534148471083
Monday,125,0.0,20.149514917676285,3.5691555447899925,13.0112038280963,27.28782600725627
Monday,126,0.0,19.361780870661228,3.4806026301541113,12.400575610353005,26.32298613096945
Monday,127,0.0,18.585880291644536,3.3924221054377908,11.801036080768954,25.37072450252012
Monday,128,0.0,17.821635416359946,3.30455505165837,11.212525313043205,24.430745519676687
Monday,129,0.0,17.068871150944712,3.216937654912869,10.634995841118975,23.50274646077045
Monday,130,0.0,16.32741503182435,3.1295002845184596,10.068414462787432,22.586415600861272
Monday,131,0.0,15.597097186200035,3.042166341500751,9.512764503198532,21.681429869201537
Monday,132,0.0,14.87775029312953,2.9548508011130874,8.968048690903355,20.787451895355705
Monday,133,0.0,14.16920954519281,2.867458340522666,8.434292864147478,19.90412622623814
Monday,134,0.0,13.47131261073351,2.7798808928480057,7.911550825037498,19.03107439642952
Monday,135,0.0,12.78389959666761,2.6919943898924643,7.399910816882681,18.167888376452538
Monday,136,0.0,12.106813011850807,2.60365432744767,6.899504356955467,17.314121666746146
Monday,137,0.0,11.439897730996183,2.514689569868955,6.410518591258273,16.46927687073409
Monday,138,0.0,10.783000959133918,2.4248934275073464,5.933214104119226,15.63278781414861
Monday,139,0.0,10.135972196604895,2.3340103298792165,5.467951536846462,14.803992856363328
Monday,140,0.0,9.498663204580167,2.24171501731469,5.015233169950787,13.982093239209547
Monday,141,0.0,8.870927971098398,2.1475782051589576,4.575771560780483,13.166084381416313
Monday,142,0.0,8.252622677613505,2.0510057730618954,4.150611131489715,12.354634223737296
Monday,143,0.0,7.6436056660448175,1.951120449046311,3.7413647679521955,11.54584656413744
Monday,144,0.0,7.043737406322213,1.846499164812803,3.350739076696607,10.73673573594782
Monday,145,0.0,6.452880464418813,1.7344598214556055,2.983960821507602,9.921800107330025
Monday,146,0.0,5.870899470863861,1.6082716441586289,2.6543561825466035,9.087442759181119
Monday,147,0.0,5.297661089728649,1.39834399030046,2.500973109127729,8.094349070329569
Monday,148,0.0,4.874190763490894,1.3300075814916172,2.2141756005076596,7.534205926474129
Monday,149,0.0,4.4570818768440486,1.259428838993435,1.9382241988571787,6.975939554830918
Monday,150,0.0,4.046238867215807,1.1858298227927324,1.6745792216303426,6.417898512801273
Monday,151,0.0,3.6415676075902588,1.1079425089331114,1.425682589724036,5.857452625456482
Monday,152,0.0,3.2429753849427114,1.0233673933155347,1.196240598311642,5.28971017157378
Monday,153,0.0,2.8503708789984925,0.9260644593244646,0.9982419603495634,4.702499797647421
Monday,154,0.0,2.4636641413108404,0.7534546491206157,0.9567548430696091,3.970573439552072
Monday,155,0.0,2.2097324302056642,0.7082324986275321,0.7932674329506,3.6261974274607285
Monday,156,0.0,1.9596153222505222,0.6610433173017798,0.6375286876469626,3.2817019568540817
Monday,157,0.0,1.713255513861196,0.6112084636625699,0.4908385865360563,2.9356724411863357
Monday,158,0.0,1.470596562277164,0.5576111687990739,0.35537422467901614,2.5858188998753118
Monday,159,0.0,1.23158287263016,0.4981202046980795,0.2353424632340011,2.227823282026319
Monday,160,0.0,0.996159685207002,0.4273338444771475,0.14149199625270703,1.850827374161297
Monday,161,0.0,0.76427306290376,0.2890003682419008,0.1862723264199584,1.3422737993875615
Monday,162,0.0,0.650071470886072,0.26547920676501163,0.11911305735604871,1.1810298844160951
Monday,163,0.0,0.537585433616364,0.24047058166008092,0.05664427029620217,1.0185265969365258
Monday,164,0.0,0.426789179754314,0.21342514091379633,-6.110207327864048e-05,0.8536394615819067
Monday,165,0.0,0.317657325100833,0.1834135465933891,-0.0491697680859452,0.6844844182876112
Monday,166,0.0,0.21016486678236798,0.14861325808493123,-0.08706164938749447,0.5073913829522304
Monday,167,0.0,0.10428717752256698,0.10428717752256698,-0.10428717752256698,0.31286153256770094
Thursday,1,915.0,1029.3515099974902,195.43691832713324,638.4776733432237,1420.2253466517568
Thursday,2,910.0,1007.507510519666,193.60092828109606,620.3056539574739,1394.709367081858
Thursday,3,900.0,986.0881867753673,190.39341739954963,605.301351976268,1366.8750215744665
Thursday,4,893.0,965.0852825165186,189.30585351135596,586.4735754938067,1343.6969895392306
Thursday,5,894.0,944.4907020072358,187.16783091524798,570.1550401767398,1318.8263638377316
Thursday,6,864.0,924.2965069032584,184.95975916090416,554.3769885814502,1294.2160252250667
Thursday,7,833.0,904.4949131920549,181.54879493691357,541.3973233182278,1267.592503065882
Thursday,8,803.0,885.0782881924107,179.3522974610717,526.3736932702673,1243.7828831145541
Thursday,9,776.0,866.0391476123518,174.48671274299127,517.0657221263693,1215.0125730983343
Thursday,10,733.0,847.3701526642665,169.11122515853404,509.1477023471984,1185.5926029813345
Thursday,11,733.0,829.0641072361072,167.6484781869852,493.7671508621369,1164.3610636100775
Thursday,12,733.0,811.113955117599,166.667550235234,477.77885464713097,1144.449055588067
Thursday,13,711.0,793.5127772803596,164.7273090496966,464.0581591809664,1122.9673953797528
Thursday,14,683.0,776.2537892109115,162.29262471288646,451.66853978513853,1100.8390386366843
Thursday,15,660.0,759.3303382955334,158.49744017305358,442.3354579494262,1076.3252186416405
Thursday,16,632.0,742.7359012559598,153.79886036055635,435.1381805348471,1050.3336219770724
Thursday,17,616.0,726.4640816349311,150.5867472639953,425.29058710694045,1027.6375761629217
Thursday,18,612.0,710.5086073306272,149.71158612962307,411.0854350713811,1009.9317795898734
Thursday,19,610.0,694.8633281790384,147.6989385827954,399.4654510134476,990.2612053446292
Thursday,20,583.0,679.5222135833343,145.71361068884926,388.0949922056358,970.9494349610328
Thursday,21,560.0,664.4793501893224,144.186079227132,376.1071917350584,952.8515086435864
Thursday,22,531.0,649.7289396061002,141.3105898463232,367.1077599134538,932.3501192987467
Thursday,23,505.0,635.265296171018,136.65898858560433,361.94731899980934,908.5832733422267
Thursday,24,475.0,621.0828447580966,129.23857816410754,362.6056884298815,879.5600010863117
Thursday,25,470.0,607.1761186290498,128.48748290914665,350.2011528107565,864.1510844473431
Thursday,26,470.0,593.5397573260863,127.49124847079005,338.55726038450615,848.5222542676663
Thursday,27,450.0,580.1685046056805,125.72803382921947,328.71243694724154,831.6245722641195
Thursday,28,432.0,567.0572064125106,124.35670217776418,318.3438020569822,815.770610768039
Thursday,29,414.0,554.2008088927864,121.53448455816728,311.1318397764519,797.269778009121
Thursday,30,402.0,541.594356446204,120.28796919002457,301.0184180661548,782.1702948262531
Thursday,31,386.0,529.232989815767,118.5470086954796,292.13897242480783,766.3270072067262
Thursday,32,380.0,517.1119442147501,117.85289976992252,281.4061446749051,752.8177437545951
Thursday,33,378.0,505.2265474900727,116.92248236670324,271.3815827566662,739.0715122234792
Thursday,34,360.0,493.57221832138106,113.20130644235489,267.1696054366713,719.9748312060908
Thursday,35,343.0,482.1444644551419,109.0516932959987,264.04107786314444,700.2478510471393
Thursday,36,325.0,470.93888097306797,105.87880406356125,259.1812728459455,682.6964891001904
Thursday,37,311.0,459.95114859420744,103.95540366419493,252.04034126581757,667.8619559225973
Thursday,38,289.0,449.17703201004167,100.93631668106676,247.30439864790816,651.0496653721752
Thursday,39,286.0,438.6123782519542,99.87593837599381,238.8605014999666,638.3642550039418
Thursday,40,284.0,428.25311509043365,98.952985176319,230.34714473779565,626.1590854430717
Thursday,41,267.0,418.0952494654021,93.4628369484674,231.1695755684673,605.0209233623369
Thursday,42,258.0,408.13486594705824,90.21031415638502,227.7142376342882,588.5554942598283
Thursday,43,244.0,398.3681252266436,89.21848654691337,219.93115213281686,576.8050983204703
Thursday,44,231.0,388.79126263655047,86.76665854394372,215.25794554866303,562.3245797244379
Thursday,45,215.0,379.40058669920154,84.08009961698465,211.24038746523223,547.5607859331708
Thursday,46,214.0,370.19247770414,83.30255600527468,203.58736569359064,536.7975897146894
Thursday,47,212.0,361.1633863127839,82.77986955000354,195.60364721277685,526.723125412791
Thursday,48,200.0,352.30983219030503,80.9433122413277,190.42320770764962,514.1964566729605
Thursday,49,191.0,343.6284026641066,79.86912761768468,183.89014742873724,503.36665789947597
Thursday,50,185.0,335.1157514083816,79.30099860192091,176.51375420453977,493.71774861222343
Thursday,51,176.0,326.7685971542448,78.01206490330647,170.74446734763185,482.79272696085775
Thursday,52,162.0,318.5837224249415,75.0886763895527,168.40636964583612,468.76107520404696
Thursday,53,163.0,310.55797229564615,74.32162826118177,161.9147157732826,459.20122881800967
Thursday,54,163.0,302.68825317737105,73.89588668415244,154.89647980906616,450.48002654567597
Thursday,55,160.0,294.97153162451826,72.90044400596325,149.17064361259176,440.77241963644474
Thursday,56,152.0,287.40483316561387,71.70741170635878,143.9900097528963,430.81965657833143
Thursday,57,148.0,279.9852411567745,71.17231408911631,137.6406129785419,422.3298693350072
Thursday,58,143.0,272.7098956574633,70.27580661171346,132.15828243403635,413.26150888089023
Thursday,59,131.0,265.575992328104,67.71760593010578,130.14078046789245,401.01120418831556
Thursday,60,131.0,258.5807813491255,67.34079961208198,123.89918212496156,393.2623805732895
Thursday,61,127.0,251.72156636102224,66.42180063386435,118.87796509329354,384.56516762875094
Thursday,62,117.0,244.995703425021,62.158201517723036,120.67930038957492,369.3121064604671
Thursday,63,106.0,238.40060000395363,59.03728573339803,120.32602853715757,356.4751714707497
Thursday,64,102.0,231.93371396294359,58.44992617674811,115.03386160944737,348.8335663164398
Thursday,65,97.0,225.59255258951924,57.19182613132144,111.20890032687636,339.97620485216214
Thursday,66,90.0,219.3746716327785,53.44519547624725,112.484280680284,326.265062585273
Thursday,67,90.0,213.27767436123284,53.084793559926304,107.10808724138023,319.44726148108543
Thursday,68,90.0,207.2992106389681,52.73546496523984,101.82828070848842,312.7701405694478
Thursday,69,88.0,201.43697601976606,51.84791706816999,97.74114188342608,305.1328101561061
Thursday,70,81.0,195.68871085883723,48.10291681119989,99.48287723643745,291.894544481237
Thursday,71,77.0,190.05219944182306,47.405248182710174,95.24170307640271,284.8626958072434
Thursday,72,72.0,184.5252691307312,44.555102850478924,95.41506342977335,273.63547483168907
Thursday,73,66.0,179.1057895264748,43.56436240586883,91.97706471473715,266.2345143382125
Thursday,74,66.0,173.79167164769376,43.2251208898777,87.34142986793836,260.24191342744916
Thursday,75,66.0,168.5808671255397,42.895821420398065,82.78922428474357,254.37250996633583
Thursday,76,62.0,163.4713674141164,41.505877399854555,80.45961261440729,246.4831222138255
Thursday,77,58.0,158.46120301626976,40.711572492625784,77.0380580310182,239.88434800152135
Thursday,78,56.0,153.5484427244294,40.12985812633457,73.28872647176027,233.80815897709854
Thursday,79,54.0,148.7311928762095,39.584131373719636,69.56293012877022,227.89945562364875
Thursday,80,50.0,144.0075966244816,38.76244493579521,66.48270675289119,221.532486496072
Thursday,81,50.0,139.37583322163835,38.46406457570899,62.44770407022037,216.30396237305632
Thursday,82,50.0,134.83411731777142,38.173988063392464,58.48614119098649,211.18209344455636
Thursday,83,48.0,130.38069827249478,37.625515546052654,55.129667180389475,205.6317293646001
Thursday,84,41.0,126.01385948014615,34.53178053920379,56.95029840173858,195.07742055855374
Thursday,85,39.0,121.73191770810793,33.75497711996185,54.22196346818423,189.24187194803164
Thursday,86,34.0,117.74315721099741,32.1378596975545,53.46743781588842,182.0188766061064
Thursday,87,33.0,113.83194340087016,31.721638878620983,50.388665643628194,177.27522115811212
Thursday,88,33.0,109.99676866936846,31.46473924746047,47.06729017444752,172.9262471642894
Thursday,89,33.0,106.23615471800011,31.214451983676668,43.80725075064677,168.66505868535344
Thursday,90,33.0,102.54865198831648,30.97056990020816,40.607512187900156,164.48979178873282
Thursday,91,30.0,98.93283910316869,30.080222428003776,38.77239424716114,159.09328395917623
Thursday,92,28.0,95.38732231882649,28.86854770529242,37.65022690824165,153.12441772941133
Thursday,93,26.0,91.91073498774887,27.97762022554531,35.95549453665825,147.86597543883948
Thursday,94,24.0,88.50173703179871,27.063621826112055,34.3744933795746,142.62898068402282
Thursday,95,23.0,85.33494719444131,26.46434942377309,32.40624834689513,138.2636460419875
Thursday,96,23.0,82.22972386638851,26.237250051636863,29.755223763114785,134.70422396966222
Thursday,97,23.0,79.18487011470104,26.008016965537724,27.168836183625594,131.2009040457765
Thursday,98,21.0,76.19921227637134,25.425084770505055,25.34904273536123,127.04938181738146
Thursday,99,20.0,73.27159950592565,24.8577340044805,23.556131496964653,122.98706751488665
Thursday,100,18.0,70.56038645260524,22.4268428880009,25.706700676603447,115.41407222860704
Thursday,101,17.0,67.90188290393996,21.940819744770266,24.02024341439943,111.7835223934805
Thursday,102,17.0,65.29506411866959,21.604322723608675,22.086418671452236,108.50370956588694
Thursday,103,17.0,62.88928638611986,21.42156924935198,20.046147887415906,105.73242488482381
Thursday,104,17.0,60.53028009871265,21.2377386558819,18.054802786948855,103.00575741047645
Thursday,105,14.0,58.21713595878046,19.137315442272243,19.942505074235974,96.49176684332494
Thursday,106,13.0,55.948962346583976,18.63526820139997,18.678425943784035,93.21949874938392
Thursday,107,13.0,53.86388981225227,18.363273610269438,17.13734259171339,90.59043703279114
Thursday,108,13.0,51.95565619828885,18.231223955914196,15.493208286460458,88.41810411011724
Thursday,109,13.0,50.08452112530331,18.09933115397841,13.885858817346488,86.28318343326013
Thursday,110,13.0,48.24976334945384,17.966355667715536,12.31705201402277,84.18247468488491
Thursday,111,11.0,46.45067564881619,17.27390831198074,11.902859024854706,80.99849227277767
Thursday,112,11.0,44.6865645507792,17.125722156468,10.4351202378432,78.9380088637152
Thursday,113,11.0,42.95675006474039,16.908697522739665,9.13935501926106,76.77414511021972
Thursday,114,9.0,41.38172146605119,15.19203250465896,10.99765645673327,71.76578647536911
Thursday,115,8.0,39.837313469882645,14.751129637310683,10.335054195261279,69.33957274450401
Thursday,116,8.0,38.322930771933926,14.634064902411522,9.054800967110882,67.59106057675697
Thursday,117,8.0,36.83798964139335,14.514140299140449,7.809709043112452,65.86627023967425
Thursday,118,7.0,35.3819176959347,13.998015379323336,7.385886937288031,63.37794845458137
Thursday,119,6.0,33.95415368108792,13.187418625075685,7.579316430936547,60.32899093123929
Thursday,120,6.0,32.66184005599054,12.988019160788223,6.685801734414092,58.637878377566985
Thursday,121,6.0,31.50024980105757,12.837554726712103,5.825140347633365,57.175359254481776
Thursday,122,4.0,30.46478850012228,10.501649351034244,9.46148979805379,51.468087202190766
Thursday,123,4.0,29.449457912335845,10.43713250779515,8.575192896745545,50.32372292792614
Thursday,124,4.0,28.453866670477193,10.374159240869249,7.705548188738696,49.20218515221569
Thursday,125,4.0,27.477631016012563,10.312686343890988,6.852258328230587,48.10300370379454
Thursday,126,3.0,26.52037465117273,7.767700161445747,10.984974328281236,42.05577497406422
Thursday,127,3.0,25.581728593906064,7.684146408910582,10.2134357760849,40.95002141172723
Thursday,128,4.0,24.661331035651465,7.078224304926216,10.504882425799032,38.8177796455039
Thursday,129,2.0,23.75882720187638,6.304603476124019,11.149620249628342,36.368034154124416
Thursday,130,2.0,22.873869215326167,6.217928165378004,10.438012884570158,35.30972554608218
Thursday,131,2.0,22.006115961932032,6.130813677436851,9.74448860705833,34.267743316805735
Thursday,132,2.0,21.15523295932593,6.042473844946503,9.070285269432922,33.240180649218935
Thursday,133,2.0,20.32089222791164,5.951430683606953,8.418030860697733,32.223753595125544
Thursday,134,2.0,19.50277216444249,5.853963385649729,7.7948453931430315,31.21069893574195
Thursday,135,3.0,18.700557418056803,4.934307894912366,8.831941628232071,28.569173207881533
Thursday,136,2.0,17.992600633656746,3.9466640344546216,10.099272564747503,25.88592870256599
Thursday,137,2.0,17.298407449050984,3.865096843537745,9.568213761975494,25.028601136126476
Thursday,138,2.0,16.617710281975352,3.783311579243586,9.05108712348818,24.184333440462524
Thursday,139,2.0,15.950246752312598,3.700882143247683,8.548482465817232,23.352011038807966
Thursday,140,2.0,15.295759580955881,3.6171256107865974,8.061508359382685,22.530010802529077
Thursday,141,2.0,14.653996490638495,3.5307634814369138,7.592469527764667,21.715523453512322
Thursday,142,2.0,14.02471010869161,3.4385942338716657,7.147521640948278,20.90189857643494
Thursday,143,2.0,13.407657871692507,3.307442896933935,6.792772077824637,20.022543665560377
Thursday,144,2.0,12.86983036971391,3.2448956665702235,6.3800390365734625,19.359621702854355
Thursday,145,2.0,12.34245893321658,3.182156467237866,5.978145998740848,18.70677186769231
Thursday,146,2.0,11.825340282701154,3.118879866664037,5.5875805493730795,18.063100016029228
Thursday,147,2.0,11.318275090685868,3.054502950212295,5.209269190261278,17.427280991110457
Thursday,148,2.0,10.821067904874209,2.987952628701885,4.845162647470438,16.79697316227798
Thursday,149,2.0,10.333527072816272,2.9164926087889644,4.500541855238343,16.166512290394202
Thursday,150,1.0,9.855464668034806,2.4353644763718814,4.984735715291043,14.726193620778568
Thursday,151,1.0,9.445292448893388,2.389793064872184,4.66570631914902,14.224878578637757
Thursday,152,1.0,9.043094510662044,2.3445540321913994,4.3539864462792455,13.732202575044843
Thursday,153,0.0,8.648715822958255,1.5848669801416617,5.478981862674932,11.81844978324158
Thursday,154,0.0,8.262004369391578,1.5358151475432409,5.190374074305096,11.33363466447806
Thursday,155,0.0,7.882811088967731,1.4869359497278787,4.908939189511974,10.856682988423488
Thursday,156,0.0,7.510989818631846,1.4381376407405553,4.634714537150735,10.387265100112957
Thursday,157,0.0,7.146397236928765,1.3893068025183264,4.367783631892112,9.925010841965417
Thursday,158,0.0,6.788892808758645,1.3402975676538023,4.10829767345104,9.469487944066248
Thursday,159,0.0,6.438338731206591,1.2909125239415142,3.8565136833235627,9.02016377908962
Thursday,160,0.0,6.09459988042544,1.2408655362632786,3.6128688078988827,8.576330952951997
Thursday,161,0.0,5.757543759551185,1.189699144466013,3.3781454706191587,8.13694204848321
Thursday,162,0.0,5.427040447631026,1.136560020973544,3.1539204056839383,7.700160489578114
Thursday,163,0.0,5.102962549544301,1.0793197096115439,2.9443231303212136,7.261601968767389
Thursday,164,0.0,4.785185146897026,0.9960010864655571,2.793182973965912,6.7771873198281405
Thursday,165,0.0,4.518099949446246,0.9578269219514043,2.6024461055434376,6.433753793349055
Thursday,166,0.0,4.2562072352793265,0.9192278572652574,2.417751520748812,6.094662949809841
Thursday,167,0.0,3.9994060557742124,0.879953463146266,2.2394991294816804,5.759312982066744
Thursday,168,0.0,3.7475974248812376,0.8396033461843363,2.0683907325125652,5.42680411724991
Thursday,169,0.0,3.5006842809681578,0.7974312701800577,1.9058217406080424,5.0955468213282735
Thursday,170,0.0,3.2585714494069835,0.7515785676623413,1.7554143140823009,4.761728584731666
Thursday,171,0.0,3.0211656058881573,0.6828852052198716,1.655395195448414,4.3869360163279
Thursday,172,0.0,2.8271736346879983,0.6534220072878912,1.5203296201122158,4.134017649263781
Thursday,173,0.0,2.6369531194774405,0.623461836101083,1.3900294472752746,3.883876791679606
Thursday,174,0.0,2.450430738251489,0.5927739990968992,1.2648827400576907,3.6359787364452876
Thursday,175,0.0,2.267534594480198,0.5609923418946046,1.1455499106909888,3.389519278269407
Thursday,176,0.0,2.088194189395584,0.527442317803013,1.0333095537895582,3.14307882500161
Thursday,177,0.0,1.912340394817321,0.49046922746791644,0.9314019398814881,2.8932788497531536
Thursday,178,0.0,1.7399054265067284,0.43332179241784863,0.8732618416710312,2.606549011342426
Thursday,179,0.0,1.60463933973239,0.41002096783712405,0.7845974040581418,2.424681275406638
Thursday,180,0.0,1.4720030014471202,0.38580962201756597,0.7003837574119882,2.243622245482252
Thursday,181,0.0,1.3419452859232466,0.36025113912906115,0.6214430076651243,2.062447564181369
Thursday,182,0.0,1.214416061383674,0.33253878052673136,0.5493385003302114,1.8794936224371368
Thursday,183,0.0,1.0893661706781952,0.30075723008214084,0.4878517105139135,1.6908806308424769
Thursday,184,0.0,0.966747412335476,0.2487645080199557,0.4692183962955646,1.4642764283753875
Thursday,185,0.0,0.876571244571432,0.21024104654870945,0.4560891514740131,1.297053337668851
Thursday,186,0.0,0.8176225606450871,0.20176059259916207,0.41410137544676295,1.2211437458434111
Thursday,187,0.0,0.7598199157310672,0.19324733140450645,0.3733252529220543,1.1463145785400801
Thursday,188,0.0,0.703141029341831,0.18468120576175628,0.3337786178183184,1.0725034408653435
Thursday,189,0.0,0.6475640541514663,0.17603825057032307,0.2954875530108202,0.9996405552921125
Thursday,190,0.0,0.593067567574465,0.1672892260846282,0.2584891154052086,0.9276460197437214
Thursday,191,0.0,0.5396305635082166,0.15839756392886345,0.2228354356504897,0.8564256913659435
Thursday,192,0.0,0.48723244423604095,0.14931614157358686,0.18860016108886724,0.7858647273832147
Thursday,193,0.0,0.43585301248763414,0.13998193194043906,0.155889148606756,0.7158168763685122
Thursday,194,0.0,0.3854724636538707,0.1303064832142184,0.12485949722543394,0.6460854300823076
Thursday,195,0.0,0.3360713781529609,0.12015732118914446,0.09575673577467197,0.5763860205312499
Thursday,196,0.0,0.28763071394501794,0.1093165264919517,0.06899766096111454,0.5062637669289214
Thursday,197,0.0,0.2401317991921533,0.09736794534962934,0.04539590849289463,0.434867689891412
Thursday,198,0.0,0.19355632506126888,0.08325511165506135,0.02704610175114619,0.36006654837139157
Thursday,199,0.0,0.1478863386667725,0.05593883981758829,0.03600865903159592,0.25976401830194906
Thursday,200,0.0,0.1254952874086338,0.051262019309555165,0.022971248789523474,0.22801932602774413
Thursday,201,0.0,0.1035395472814587,0.04632213400914469,0.010895279263169313,0.1961838152997481
Thursday,202,0.0,0.0820106552712262,0.041015203375978845,-1.9751480731494686e-05,0.1640410620231839
Thursday,203,0.0,0.0609003128959046,0.03516532884489505,-0.009430344793885506,0.13123097058569472
Thursday,204,0.0,0.040200383006735896,0.0284273328920092,-0.0166542827772825,0.0970550487907543
Thursday,205,0.0,0.0199028866517071,0.0199028866517071,-0.0199028866517071,0.0597086599551213
Thursday,213,1.0,0.4433946323811631,0.9857313614831749,-1.5280680905851867,2.414857355347513
Thursday,214,0.0,0.426384611357758,0.07346440119586548,0.27945580896602706,0.573313413749489
Thursday,215,0.0,0.4097052872455451,0.07154591805425962,0.26661345113702584,0.5527971233540644
Thursday,216,0.0,0.3933502308668695,0.0696514933154859,0.2540472442358977,0.5326532174978413
Thursday,217,0.0,0.377313138035644,0.06778010161249268,0.24175293481065863,0.5128733412606293
Thursday,218,0.0,0.36158782712735027,0.06593069673101697,0.22972643366531634,0.49344922058938423
Thursday,219,0.0,0.34616823669628316,0.0641022074688187,0.21796382175864576,0.47437265163392056
Thursday,220,0.0,0.331048423139118,0.06229353289364827,0.20646135735182142,0.45563548892641453
Thursday,221,0.0,0.3162225584039017,0.0605035368819469,0.19521548464000787,0.4372296321677955
Thursday,222,0.0,0.3016849277435841,0.05873104179230352,0.18422284415897705,0.4191470113281911
Thursday,223,0.0,0.28742992751322327,0.05697482109179208,0.1734802853296391,0.40137956969680744
Thursday,224,0.0,0.2734520630100164,0.0552335907068489,0.1629848815963186,0.38391924442371417
Thursday,225,0.0,0.2597459463553226,0.05350599880966274,0.15273394873599713,0.3667579439746481
Thursday,226,0.0,0.24630629441786292,0.051790613671007665,0.1427250670758476,0.34988752175987825
Thursday,227,0.0,0.23312792677729502,0.050085909103754905,0.1329561085697852,0.33329974498480486
Thursday,228,0.0,0.22020576372737952,0.048390246877454524,0.12342526997247047,0.3169862574822886
Thursday,229,0.0,0.20753482431796683,0.04670185528802886,0.11413111374190911,0.30093853489402456
Thursday,230,0.0,0.19511022443505033,0.04501880279498135,0.10507261884508763,0.28514783002501304
Thursday,231,0.0,0.18292717491814603,0.04333896525716874,0.09624924440380855,0.2696051054324835
Thursday,232,0.0,0.17098097971427273,0.04165998475411427,0.0876610102060442,0.25430094922250124
Thursday,233,0.0,0.15926703406782114,0.03997921718974761,0.07930859968832592,0.23922546844731635
Thursday,234,0.0,0.14778082274561433,0.03829366470536111,0.07119349333489211,0.22436815215633654
Thursday,235,0.0,0.13651791829647533,0.03659988715742419,0.06331814398162695,0.20971769261132372
Thursday,236,0.0,0.12547397934463103,0.03489388416849176,0.05568621100764751,0.19526174768161456
Thursday,237,0.0,0.11464474891629434,0.03317093487820484,0.048302879159884654,0.18098661867270402
Thursday,238,0.0,0.10402605279878023,0.03142537531133077,0.041175302176118686,0.1668768034214418
Thursday,239,0.0,0.09361379793152193,0.029650280977374453,0.03431323597677302,0.15291435988627083
Thursday,240,0.0,0.08340397082836873,0.027837000423195236,0.027729969981978256,0.13907797167475922
Thursday,241,0.0,0.07339263603055562,0.02597444452008682,0.021443746990381984,0.12534152507072926
Thursday,242,0.0,0.06357593458974964,0.02404795502634571,0.01548002453705822,0.11167184464244106
Thursday,243,0.0,0.0539500825805877,0.022037402615709023,0.009875277349169653,0.09802488781200575
Thursday,244,0.0,0.04451136964213254,0.019913759366636377,0.004683850908859782,0.08433888837540529
