dday,Dprio,NumPax,forecast,se_oos,PI_lb,PI_ub
Friday,76,93.0,197.89107018363052,53.10203664445913,91.68699689471225,304.0951434725488
Friday,77,89.0,192.8578472433682,51.70635504880564,89.44513714575693,296.2705573409795
Friday,78,81.0,187.8958657366984,50.90750647362115,86.0808527894561,289.7108786839407
Friday,79,81.0,183.00410288888102,50.63041696886964,81.74326895114174,284.2649368266203
Friday,80,72.0,178.18155081668812,47.430473822308706,83.3206031720707,273.0424984613055
Friday,81,66.0,173.4272163086215,46.401609755478944,80.62399679766361,266.2304358195794
Friday,82,63.0,168.74012060841562,45.86469148732341,77.0107376337688,260.4695035830624
Friday,83,63.0,164.11929920177627,45.56668351768412,72.98593216640803,255.25266623714452
Friday,84,61.0,159.56380160630573,45.120725022694344,69.32235156091704,249.80525165169442
Friday,85,58.0,155.072691164567,44.49121257419454,66.09026601617792,244.0551163129561
Friday,86,56.0,150.64504484023843,44.057158907872875,62.53072702449268,238.75936265598418
Friday,87,54.0,146.27995301731352,43.543825026117396,59.192302965078724,233.3676030695483
Friday,88,50.0,141.97651930229847,41.571272640595524,58.83397402110742,225.11906458348952
Friday,89,49.0,137.73386032936327,41.075186275960434,55.5834877774424,219.88423288128413
Friday,90,49.0,133.55110556840108,40.66794703459357,52.21521149921395,214.88699963758822
Friday,91,48.0,129.42739713595216,40.04003914790601,49.34731884014015,209.5074754317642
Friday,92,48.0,125.60312966165074,39.398368896265396,46.80639186911995,204.39986745418153
Friday,93,46.0,122.0696973184501,39.07821568267163,43.91326595310683,200.22612868379338
Friday,94,43.0,118.58516422037792,37.8734723110651,42.83821959824772,194.33210884250812
Friday,95,28.0,115.59733518675158,28.069481502060466,59.45837218263065,171.7362981908725
Friday,96,26.0,111.98248621705106,27.411555579391454,57.159375058268154,166.80559737583397
Friday,97,26.0,108.41814972263113,26.93023712527536,54.557675472080405,162.27862397318185
Friday,98,22.0,105.1224511597244,24.984889186647333,55.15267278642974,155.09222953301907
Friday,99,21.0,101.87231836260169,24.39850128751827,53.07531578756515,150.66932093763822
Friday,100,21.0,98.66711280144028,23.947348393383876,50.77241601467253,146.56180958820804
Friday,101,19.0,95.74162022930955,23.450556684696664,48.84050685991622,142.64273359870288
Friday,102,18.0,92.85681736405832,23.128864168481655,46.599089027095005,139.11454570102163
Friday,103,18.0,90.01213042227936,22.91939275843153,44.17334490541629,135.85091593914242
Friday,104,14.0,87.20699382703253,21.039345136435028,45.12830355416248,129.2856840999026
Friday,105,14.0,84.44085008880104,20.310657075070505,43.81953593866003,125.06216423894205
Friday,106,14.0,81.71314968819885,20.065893109695565,41.58136346880772,121.84493590758998
Friday,107,13.0,79.0233509604024,19.69476682724768,39.63381730590704,118.41288461489776
Friday,108,10.0,76.3709199812815,18.54328835127425,39.284343278733004,113.45749668383
Friday,109,9.0,73.75533045520382,18.10737174193885,37.54058697132612,109.97007393908152
Friday,110,9.0,71.17606360448808,17.82371511597064,35.5286333725468,106.82349383642935
Friday,111,9.0,68.63260806048154,17.43690256006081,33.75880294035993,103.50641318060316
Friday,112,7.0,66.29879359455902,16.881702492385003,32.53538860978901,100.06219857932902
Friday,113,6.0,63.9969810058712,16.430051141161705,31.136878723547788,96.85708328819462
Friday,114,6.0,61.72672575956736,16.199277194621953,29.328171370323453,94.12528014881127
Friday,115,6.0,59.48758958101908,15.950958893925106,27.585671793168867,91.38950736886929
Friday,116,6.0,57.279140366405265,15.590451719069623,26.09823692826602,88.46004380454451
Friday,117,6.0,55.2928573315475,15.423556016550984,24.445745298445534,86.13996936464947
Friday,118,6.0,53.33397982051802,15.254905345571885,22.824169129374248,83.84379051166178
Friday,119,1.0,51.402124624907856,11.255540897955424,28.89104282899701,73.91320642081871
Friday,120,2.0,49.6816053535375,10.376339251224639,28.92892685108822,70.43428385598678
Friday,121,2.0,47.98501435817067,10.16148330832748,27.662047741515714,68.30798097482563
Friday,122,2.0,46.31201424297858,9.843832041416078,26.62435016014642,65.99967832581073
Friday,123,1.0,44.84002114127186,9.180846163113745,26.47832881504437,63.20171346749935
Friday,124,1.0,43.38870279488782,9.018112421703778,25.352477951480264,61.42492763829537
Friday,125,1.0,41.95776470125252,8.850990139729454,24.255784421793614,59.65974498071143
Friday,126,1.0,40.54691661277572,8.67641971040533,23.194077191965057,57.89975603358638
Friday,127,1.0,39.15587247451453,8.486643793597596,22.18258488731934,56.129160061709726
Friday,128,1.0,37.78435036276266,8.20068011858876,21.38299012558514,54.18571059994018
Friday,129,1.0,36.59670889964275,8.081208429727042,20.434292040188666,52.75912575909683
Friday,130,1.0,35.425948431648706,7.961176811632973,19.503594808382758,51.348302054914654
Friday,131,1.0,34.271825584312154,7.840186786282736,18.591452011746682,49.952199156877626
Friday,132,1.0,33.1341005412462,7.717679836307805,17.698740868630587,48.56946021386181
Friday,133,1.0,32.01253699142749,7.59281771877702,16.826901553873448,47.19817242898153
Friday,134,1.0,30.906902077269088,7.464214083469802,15.978473910329484,45.83533024420869
Friday,135,1.0,29.81696634347226,7.329199735948521,15.158566871575218,44.4753658153693
Friday,136,1.0,28.74250368664528,7.1809328382824535,14.380638010080371,43.10436936321018
Friday,137,1.0,27.683291305677702,6.947318838166211,13.78865362934528,41.57792898201012
Friday,138,1.0,26.785868902862436,6.862638700933452,13.060591500995532,40.51114630472934
Friday,139,1.0,25.9013984219679,6.778150305761709,12.345097810444482,39.45769903349132
Friday,140,1.0,25.029690314149672,6.693740772733558,11.642208768682556,38.417171859616786
Friday,141,1.0,24.17055784171681,6.6092751824494655,10.95200747681788,37.389108206615745
Friday,142,1.0,23.323817035921444,6.524588137547944,10.274640760825555,36.37299331101733
Friday,143,1.0,22.489286655389307,6.439470528537867,9.610345598313573,35.36822771246504
Friday,144,1.0,21.66678814518139,6.3536475917295965,8.959492961722196,34.37408332864058
Friday,145,1.0,20.85614559647706,6.266739853082055,8.32266589031295,33.38962530264117
Friday,146,1.0,20.05718570686907,6.178186750135623,7.700812206597824,32.41355920714032
Friday,147,1.0,19.269737741261153,6.08707624337095,7.0955852545192535,31.443890228003053
Friday,148,1.0,18.493633493358875,5.991680049207609,6.510273394943656,30.476993591774093
Friday,149,1.0,17.7287072477447,5.887629343291449,5.953448561161803,29.5039659343276
Friday,150,1.0,16.97479574252837,5.729354955967953,5.516085830592466,28.433505654464277
Friday,151,1.0,16.32427176976935,5.6647523163231845,4.994767137122981,27.65377640241572
Friday,152,1.0,15.682952524854915,5.599581009112236,4.483790506630443,26.88211454307939
Friday,153,1.0,15.050705902994107,5.533592935455545,3.9835200320830175,26.117891773905196
Friday,154,1.0,14.427401722225007,5.466455166395226,3.494491389434554,25.36031205501546
Friday,155,1.0,13.812911695044356,5.397700076821914,3.0175115414005287,24.60831184868818
Friday,156,1.0,13.207109400461192,5.326629932511388,2.5538495354384168,23.860369265483968
Friday,157,1.0,12.609870256468005,5.252111027208729,2.1056482020505474,23.11409231088546
Friday,158,1.0,12.02107149292318,5.172039905725111,1.676991681472959,22.365151304373402
Friday,159,0.0,11.440592124838435,4.30463150797105,2.8313291088963357,20.049855140780537
Friday,160,0.0,10.868312926065183,4.057365844431768,2.7535812372016473,18.98304461492872
Friday,161,0.0,10.492181910937575,3.9558529415424926,2.5804760278525896,18.40388779402256
Friday,162,0.0,10.198757063529431,3.933151344105542,2.3324543753183473,18.065059751740513
Friday,163,0.0,9.909320587050548,3.9105899676363256,2.0881406517778967,17.730500522323197
Friday,164,0.0,9.62381760347869,3.888159525384059,1.8474985527105723,17.400136654246808
Friday,165,0.0,9.342193999906135,3.8658503347993487,1.6104933303074374,17.07389466950483
Friday,166,0.0,9.06439641772349,3.8436522587811113,1.3770919001612674,16.75170093528571
Friday,167,0.0,8.790372241958615,3.821554637399609,1.1472629671593966,16.433481516757833
Friday,168,0.0,8.520069590768347,3.7995462080630364,0.9209771746422746,16.11916200689442
Friday,169,0.0,8.253437305080878,3.7776150115615144,0.6982072819578491,15.808667328203907
Friday,170,0.0,7.990424938386505,3.755748280719982,0.47892837694654133,15.50192149982647
Friday,171,0.0,7.730982746674682,3.733932307456908,0.26311813176086574,15.198847361588498
Friday,172,0.0,7.475061678515203,3.71215228278791,0.05075711293938312,14.899366244091024
Friday,173,0.0,7.222613365281414,3.690392102599331,-0.1581708399172479,14.603397570480077
Friday,174,0.0,6.973590111513424,3.6686341296492477,-0.36367814778507146,14.31085837081192
Friday,175,0.0,6.727944885419257,3.6468588989345356,-0.5657729124498143,14.021662683288328
Friday,176,0.0,6.485631309511959,3.6250447488345348,-0.7644581881571106,13.735720807181028
Friday,177,0.0,6.24660365138066,3.6031673535851243,-0.9597310557895886,13.45293835855091
Friday,178,0.0,6.010816814593685,3.581199122495563,-1.1515814303974405,13.17321505958481
Friday,179,0.0,5.778226329731771,3.559108415988362,-1.3399905022449534,12.896443161708495
Friday,180,0.0,5.5487883455494975,3.5368585047868284,-1.5249286640241593,12.622505355123154
Friday,181,0.0,5.322459620263106,3.514406160733738,-1.70635270120437,12.351271941730582
Friday,182,0.0,5.09919751296283,3.491699705515405,-1.88420189806798,12.08259692399364
Friday,183,0.0,4.878959975147964,3.468676237523347,-2.05839249989873,11.816312450194658
Friday,184,0.0,4.66170554238289,3.4452575685534357,-2.228809594723981,11.55222067948976
Friday,185,0.0,4.447393326072276,3.4213440498061956,-2.3952947735401153,11.290081425684667
Friday,186,0.0,4.23598300535377,3.3968047682916125,-2.557626531229455,11.029592541936996
Friday,187,0.0,4.027434819106442,3.3714611058497757,-2.7154873925931096,10.770357030805993
Friday,188,0.0,3.821709558073329,3.345057175734349,-2.868404793395369,10.511823909542027
Friday,189,0.0,3.618768557096414,3.317201508038609,-3.0156344589808035,10.253171573173631
Friday,190,0.0,3.4185736874624126,3.2872360699851817,-3.1558984525079508,9.993045827432777
Friday,191,0.0,3.221087349357774,3.253877279932078,-3.286667210506382,9.72884190922193
Friday,192,0.0,3.0262724644313037,3.213803126527715,-3.401333788624126,9.453878717486734
Friday,193,2.0,2.834092468462857,2.261413941083126,-1.6887354137033954,7.356920350629109
Friday,194,2.0,2.716288844082519,2.2518921241096246,-1.7874954041367301,7.220073092301768
Friday,195,2.0,2.6001375933550666,2.2423297166327276,-1.8845218399103887,7.084797026620522
Friday,196,2.0,2.4856152113819294,2.2327140584485274,-1.9798129055151255,6.951043328278985
Friday,197,2.0,2.3726985323988488,2.2230308832441863,-2.073363234089524,6.818760298887222
Friday,198,2.0,2.261364724814083,2.213263969497513,-2.165163214180943,6.687892663809109
Friday,199,0.0,2.151591286320184,0.43535411102858124,1.2808830642630213,3.0222995083773463
Friday,200,0.0,2.043356039078234,0.42137848770995373,1.2005990636583266,2.8861130144981417
Friday,201,0.0,1.9366371249734637,0.40728287479846526,1.1220713753765332,2.751202874570394
Friday,202,0.0,1.8314130009411684,0.39303576054257794,1.0453414798560126,2.6174845220263245
Friday,203,0.0,1.7276624343618794,0.3785992638890628,0.9704639065837538,2.484860962140005
Friday,204,0.0,1.6253644985247444,0.36392702631458307,0.8975104458955783,2.3532185511539105
Friday,205,0.0,1.524498568158097,0.3489611189113385,0.8265763303354199,2.222420805980774
Friday,206,0.0,1.4250443150262055,0.3336273375967327,0.7577896398327402,2.092298990219671
Friday,207,0.0,1.3269817035912115,0.31782772533543857,0.6913262529203343,1.9626371542620886
Friday,208,0.0,1.2302909867392777,0.3014280217476175,0.6274349432440427,1.8331470302345128
Friday,209,0.0,1.1349527015699858,0.2842350813906551,0.5664825387886756,1.703422864351296
Friday,210,0.0,1.0409476652480356,0.2659523095864049,0.5090430460752258,1.5728522844208455
Friday,211,0.0,0.9482569709163082,0.24607953380668846,0.4560979033029313,1.4404160385296851
Friday,212,0.0,0.856861983669382,0.2236385151986776,0.4095849532720268,1.3041390140667373
Friday,213,0.0,0.7667443365865875,0.19609250511842216,0.37455932634974315,1.1589293468234318
Friday,214,0.0,0.6778859268237145,0.13650126082438688,0.40488340517494076,0.9508884484724882
Friday,215,0.0,0.6451606807248257,0.13252038512777745,0.3801199104692708,0.9102014509803806
Friday,216,0.0,0.6129626333483451,0.1285493610235242,0.3558639113012967,0.8700613553953935
Friday,217,0.0,0.581283291603279,0.1245847403422894,0.3321138109187002,0.8304527722878577
Friday,218,0.0,0.5501142992210338,0.12062276501569354,0.3088687691896468,0.7913598292524209
Friday,219,0.0,0.5194474345512288,0.11665931103583237,0.286128812479564,0.7527660566228935
Friday,220,0.0,0.48927460839301584,0.11268981947355024,0.2638949694459154,0.7146542473401163
Friday,221,0.0,0.45958786186133915,0.10870921071070898,0.2421694404399212,0.6770062832827571
Friday,222,0.0,0.43037936428756673,0.1047117766195773,0.22095581104841214,0.6398029175267214
Friday,223,0.0,0.40164141115394375,0.10069104335797671,0.20025932443799033,0.6030234978698972
Friday,224,0.0,0.37336642206132115,0.09663959439241257,0.180087233276496,0.5666456108461463
Friday,225,0.0,0.34554693872962366,0.09254883873656883,0.160449261256486,0.5306446162027614
Friday,226,0.0,0.31817562303053026,0.08840870222092385,0.14135821858868255,0.49499302747237794
Friday,227,0.0,0.2912452550518478,0.08420720817673946,0.12283083869836886,0.4596596714053267
Friday,228,0.0,0.2647487311930671,0.0799298951101639,0.10488894097273926,0.4246085214133949
Friday,229,0.0,0.2386790622915997,0.0755589868625147,0.0875610885665703,0.3897970360166291
Friday,230,0.0,0.21302937177919998,0.07107217368497872,0.07088502440924255,0.3551737191491574
Friday,231,0.0,0.18779289386808798,0.06644075597816251,0.05491138191176295,0.320674405824413
Friday,232,0.0,0.16296297176629268,0.0616266908357776,0.039709590094737485,0.2862163534378479
Friday,233,0.0,0.13853305592174608,0.05657763016596652,0.02537779558981304,0.25168831625367916
Friday,234,0.0,0.11449670229466509,0.05121798453190827,0.012060733230848553,0.21693267135848163
Friday,235,0.0,0.09084757065776419,0.045431272404934116,-1.497415210403863e-05,0.18171011546763244
Friday,236,0.0,0.0675794229238525,0.0390204281545473,-0.010461433385242108,0.1456202792329471
Friday,237,0.0,0.0446861215003721,0.0315989012989037,-0.018511681097435298,0.1078839240981795
Friday,238,0.0,0.0221616276704447,0.0221616276704447,-0.0221616276704447,0.0664848830113341
Monday,1,239.0,310.29473102157783,49.667873795459634,210.95898343065858,409.6304786124971
Monday,2,239.0,305.14838870740397,49.40053485802735,206.34731899134925,403.9494584234587
Monday,3,234.0,300.0793555781183,49.20780502973072,201.66374551865684,398.49496563757975
Monday,4,227.0,295.0864702826673,49.05486279796742,196.97674468673245,393.1961958786021
Monday,5,214.0,290.1685889160005,48.27068375830985,193.6272213993808,386.7099564326202
Monday,6,206.0,285.32458475699366,47.91762301217143,189.4893387326508,381.1598307813365
Monday,7,203.0,280.5533480103092,47.51801036473233,185.51732728084454,375.5893687397739
Monday,8,203.0,275.8537855521342,47.28504433600858,181.28369688011702,370.42387422415135
Monday,9,202.0,271.2248206797381,47.11375626007663,176.99730815958486,365.45233319989137
Monday,10,198.0,266.6653928647926,46.85502176975796,172.95534932527664,360.3754364043085
Monday,11,189.0,262.1744575103969,46.260797557522494,169.65286239535192,354.6960526254419
Monday,12,188.0,257.7509857117537,46.10142328216951,165.54813914741464,349.9538322760927
Monday,13,179.0,253.39396402043954,44.9531306979999,163.48770262443975,343.30022541643933
Monday,14,170.0,249.10239421221675,42.656940775550005,163.78851266111673,334.4162757633168
Monday,15,168.0,244.87529305833326,42.55178744043111,159.77171817747103,329.9788679391955
Monday,16,168.0,240.71169210025806,42.34759776798527,156.01649656428754,325.4068876362286
Monday,17,159.0,236.6106374278005,40.57486078092412,155.46091586595224,317.76035898964875
Monday,18,157.0,232.5711894605627,40.27604711717403,152.01909522621463,313.12328369491075
Monday,19,152.0,228.59242273267523,40.02645434175456,148.53951404916612,308.6453314161844
Monday,20,150.0,224.67342568076634,39.93037058216727,144.8126845164318,304.5341668451009
Monday,21,143.0,220.81330043511642,39.364649945210715,142.084000544695,299.5426003255378
Monday,22,143.0,217.01116261394958,39.18059989237773,138.64996282919412,295.37236239870504
Monday,23,142.0,213.26614112081577,39.04592502362188,135.17429107357202,291.3579911680595
Monday,24,141.0,209.57737794501648,38.91471199454921,131.74795395591806,287.4068019341149
Monday,25,134.0,205.94402796502837,38.10538613117331,129.73325570268173,282.154800227375
Monday,26,129.0,202.3652587548799,37.82856785957538,126.70812303572914,278.02239447403065
Monday,27,126.0,198.84025039343706,37.679237089164154,123.48177621510875,274.19872457176535
Monday,28,124.0,195.3681952765532,37.59731318376693,120.17356890901934,270.5628216440871
Monday,29,123.0,191.94829793204178,37.47935500429867,116.98958792344445,266.9070079406391
Monday,30,123.0,188.57977483742758,37.32767202190862,113.92443079361034,263.23511888124483
Monday,31,120.0,185.26185424043666,37.28611033151932,110.68963357739803,259.8340749034753
Monday,32,114.0,181.99377598218226,35.59200142290626,110.80977313636974,253.17777882799476
Monday,33,112.0,178.77479132300704,35.40204279672191,107.97070572956322,249.57887691645084
Monday,34,113.0,175.60416277094168,34.884243872692956,105.83567502555577,245.3726505163276
Monday,35,102.0,172.4811639127403,31.872608613445465,108.73594668584937,236.22638113963123
Monday,36,103.0,169.40507924745398,31.563407555192104,106.27826413706978,232.53189435783818
Monday,37,104.0,166.3752040225046,31.257139739475015,103.86092454355456,228.8894835014546
Monday,38,101.0,163.39084407222094,31.20910984464149,100.97262438293797,225.80906376150392
Monday,39,97.0,160.45131565880064,30.93354039011342,98.5842348785738,222.31839643902748
Monday,40,91.0,157.5559453156609,30.58177846996451,96.39238837573187,218.71950225558993
Monday,41,88.0,154.70406969314257,30.401039822390516,93.90199004836154,215.5061493379236
Monday,42,81.0,151.89503540653234,29.659045504112363,92.57694439830762,211.21312641475708
Monday,43,81.0,149.12819888636733,29.529706857045177,90.06878517227698,208.18761260045767
Monday,44,81.0,146.40292623098907,29.40368118633995,87.59556385830916,205.21028860366897
Monday,45,78.0,143.7185930613121,29.214325398034376,85.28994226524335,202.14724385738086
Monday,46,75.0,141.0745843777745,28.746304886748618,83.58197460427726,198.56719415127174
Monday,47,72.0,138.47029441943678,28.69134807049865,81.08759827843949,195.85299056043408
Monday,48,70.0,135.90512652519823,28.475849821168723,78.95342688286078,192.85682616753567
Monday,49,64.0,133.37849299709754,28.192370002428085,76.99375299224137,189.76323300195372
Monday,50,63.0,130.88981496566686,28.09970741350323,74.69040013866041,187.0892297926733
Monday,51,63.0,128.43852225730905,27.99258316405343,72.45335592920219,184.4236885854159
Monday,52,63.0,126.02405326366669,27.888259953220256,70.24753335722617,181.8005731701072
Monday,53,61.0,123.64585481295386,27.81388148142354,68.01809185010677,179.27361777580094
Monday,54,56.0,121.30338204322042,27.632400131414443,66.03858178039154,176.56818230604932
Monday,55,55.0,118.99609827752037,27.547060441966373,63.90197739358763,174.09021916145312
Monday,56,53.0,116.7234749009555,27.473008739465616,61.77745742202426,171.66949237988672
Monday,57,53.0,114.4849912395658,27.381661605315067,59.72166802893567,169.24831445019595
Monday,58,53.0,112.28013444103964,27.292746125486612,57.69464219006641,166.86562669201285
Monday,59,51.0,110.10839935721552,27.07146982801667,55.965459701182176,164.25133901324887
Monday,60,47.0,107.96928842834919,26.85891940017294,54.25144962800331,161.68712722869506
Monday,61,45.0,105.86231156911917,26.78413897148057,52.29403362615803,159.4305895120803
Monday,62,45.0,103.78698605634479,26.703616178635556,50.379753699073675,157.19421841361589
Monday,63,41.0,101.74283641839092,25.71493086130853,50.31297469577386,153.17269814100797
Monday,64,41.0,99.72939432623409,25.635984706960496,48.457424912313094,151.00136374015509
Monday,65,41.0,97.74619848616493,25.559159572560738,46.62787934104345,148.8645176312864
Monday,66,42.0,95.79279453410274,25.32879820324152,45.1351981276197,146.45039094058578
Monday,67,39.0,93.8687349314973,25.08765321945082,43.69342849259566,144.04404137039893
Monday,68,39.0,91.97357886279475,25.015969289074008,41.94164028464674,142.00551744094275
Monday,69,37.0,90.10689213444363,24.774602305154332,40.55768752413496,139.6560967447523
Monday,70,34.0,88.2682470754181,24.524113531393724,39.220020012630656,137.31647413820554
Monday,71,34.0,86.45722243923551,24.45715286386297,37.54291671150957,135.37152816696144
Monday,72,34.0,84.67340330744581,24.39201319295646,35.88937692153289,133.45742969335873
Monday,73,22.0,82.91638099457091,15.034935609106839,52.84650977635724,112.98625221278459
Monday,74,21.0,81.18575295447195,14.916950400085979,51.35185215429999,111.01965375464391
Monday,75,21.0,79.48112268812312,14.819230487725637,49.84266171267185,109.11958366357439
Monday,76,21.0,77.80209965277098,14.723804585411097,48.35449048194879,107.24970882359317
Monday,77,20.0,76.14829917245837,14.606947004579672,46.93440516329902,105.36219318161771
Monday,78,20.0,74.51934234989243,14.5158309512527,45.48768044738702,103.55100425239783
Monday,79,20.0,72.91485597963661,14.426881843175407,44.061092293285796,101.76861966598743
Monday,80,20.0,71.33447246260668,14.340057739935924,42.65435698273484,100.01458794247853
Monday,81,18.0,69.77782972185113,13.908285976678169,41.9612577684948,97.59440167520748
Monday,82,18.0,68.2445711195969,13.823511874485657,40.597547370625584,95.8915948685682
Monday,83,17.0,66.73434537554112,13.705074599763135,39.32419617601485,94.1444945750674
Monday,84,17.0,65.2468064863703,13.62410516789541,37.99859615057949,92.49501682216112
Monday,85,17.0,63.78161364648861,13.54508751297278,36.69143862054305,90.87178867243416
Monday,86,17.0,62.338431169936854,13.467982946227828,35.4024652774812,89.27439706239251
Monday,87,15.0,60.91692841348452,13.306080791275443,34.30476683093363,87.52908999603541
