dprio,nn,bench
0,,
1,,
2,,
3,16.336164999999994,35.95524991885752
4,15.153130000000004,41.123133722817265
5,15.185374999999993,41.23097208698475
6,17.438128333333335,44.159526127880554
7,17.64795375,36.77572216812723
8,17.396466249999996,36.51505193119117
9,17.338409999999996,36.29588607594936
10,16.576085999999997,35.67082927620902
11,17.0608075,37.00137942226551
12,16.859972499999998,37.163299253489136
13,17.85948142857143,37.6044999304493
14,19.482341875000003,36.01494036027263
15,19.330653124999998,35.94748052580332
16,19.64402875,35.52975900681596
17,18.55848611111111,33.50629755851274
18,17.9107035,32.438721194417404
19,17.75448,32.26223628691984
20,18.276910909090915,32.19657873771798
21,18.24615308333333,30.9235434923726
22,18.494110208333336,31.364066049983773
23,18.424061666666667,31.174219679757652
24,18.987362884615383,31.21853856140613
25,19.541274999999995,31.292704131311726
26,19.552428535714284,31.304840728891357
27,21.201775466666668,31.599191279887478
28,22.83448975,32.104405630428076
29,22.79513971875,32.26761770468385
30,22.45045375,31.95860994542286
31,24.33655426470588,33.39197620670079
32,23.808632352941174,33.09082912800541
33,23.771990588235298,32.89819681513692
34,23.410155722222225,34.59952050641861
35,24.644459842105263,34.54825735041691
36,24.94128455263158,34.33106455237345
37,25.120077631578948,33.938687497437826
38,24.411001900000002,36.47925022062496
39,24.582364999999996,36.55298787844838
40,24.4156101,36.82203214688047
41,25.116281190476197,37.582505778723416
42,25.98044559090909,37.68557443826917
43,25.80706468181818,37.16601151325284
44,25.670496022727274,37.50526296008916
45,27.035365652173912,36.56165223610645
46,27.19558567391304,36.4156013614848
47,26.8487712826087,36.373259394716634
48,27.340420645833333,37.62790877644236
49,28.439740300000004,37.91212455101919
50,28.3537178,38.168489998440116
51,27.60687152,38.990656801731895
52,28.14142730769231,38.571188011572765
53,28.323083192307692,38.479218499008574
54,28.329904442307686,38.49737726473096
55,28.80026081481482,39.05095827277342
56,28.889885678571424,38.3076525246816
57,29.326494767857145,38.36184546213368
58,28.808847714285715,38.7374398535332
59,29.652217310344824,38.60991284173989
60,29.499685431034486,38.85286897659701
61,29.717051793103447,39.055848155253926
62,30.58773785,39.68927223439523
63,30.473201403225808,39.1806900923782
64,30.328840532258063,39.12934831617301
65,30.43027040322581,38.82788246246802
66,30.7874415,37.736525666648035
67,30.702780125000004,37.82397272758853
68,31.144406453125,37.981649228971094
69,30.713509651515153,37.82224618988513
70,32.97123657352942,38.062330827980986
71,32.82641057352941,38.262609819854156
72,32.96616735294118,38.01211440066855
73,33.565357357142865,38.09511303224754
74,33.415668342857145,38.33832045274941
75,34.34189192857143,38.453181451218555
76,34.91013922222222,38.51466538596623
77,35.075671625000005,38.28498579328334
78,34.850144,38.09362598022288
79,35.20084451388888,37.97816214426187
80,35.531888555555554,37.928980411531015
81,35.69816341666667,38.141888749909185
82,35.70935204166667,37.88688263864263
